lat,long,station
45.6228,-122.51692,1
47.979935,-122.20722,1
47.20322,-122.438105,1
47.26365,-122.490985,1
47.61099,-122.33589,1
47.2923828,-122.5113356,1
47.915555,-122.091505,1
47.80892,-124.2553016,1
48.36824,-124.625235,1
47.75855,-122.151665,1
47.75855,-122.151665,1
47.75855,-122.151665,1
47.75855,-122.151665,1
47.67668,-122.12302,1
47.67668,-122.12302,1
47.6293323,-122.5235781,1
47.632405,-122.34848,1
47.632405,-122.34848,1
47.632405,-122.34848,1
47.632405,-122.34848,1
47.632405,-122.34848,1
47.632405,-122.34848,1
47.632405,-122.34848,1
47.632405,-122.34848,1
47.632405,-122.34848,1
47.632405,-122.34848,1
47.762405,-122.20578,1
47.632405,-122.34848,1
47.28971,-122.38578,1
47.66132,-122.319115,1
47.46593,-122.34102,1
47.624515,-122.16085,1
47.624515,-122.16085,1
47.624515,-122.16085,1
47.624515,-122.16085,1
47.624515,-122.16085,1
47.624515,-122.16085,1
47.762405,-122.20578,1
47.624515,-122.16085,1
47.2335835,-119.8508676,1
47.2335835,-119.8508676,1
47.61099,-122.33589,1
47.61099,-122.33589,1
47.6018,-122.329075,1
45.59009,-122.405565,1
47.249445,-122.53569,1
47.659185,-122.34301,1
47.659185,-122.34301,1
47.32329,-122.31327,1
47.3234488,-122.5835454,1
47.67668,-122.12302,1
47.66905,-122.378895,1
47.4797047,-122.21024,1
47.6402108,-122.3223156,1
47.36078,-122.111625,1
47.0135926,-122.9131017,1
47.61385,-122.201905,1
47.4495785,-122.8551647,1
47.56345,-121.8947186,1
47.57192,-122.65223,1
47.261725,-122.40594,1
48.76809,-122.45493,1
47.64927,-117.460225,1
47.64927,-117.460225,1
48.76809,-122.45493,1
46.32189,-120.011515,1
47.64927,-117.460225,1
47.64927,-117.460225,1
47.64927,-117.460225,1
47.64927,-117.460225,1
47.19178,-122.299155,1
47.6245,-122.11832,1
47.251135,-122.45153,1
45.818445,-122.74291,1
45.818445,-122.74291,1
45.818445,-122.74291,1
47.61385,-122.201905,1
47.61385,-122.201905,1
47.78416,-122.30842,1
47.78416,-122.30842,1
47.2198,-122.47913,1
47.2923828,-122.5113356,1
47.6018,-122.329075,1
47.599975,-122.147385,1
47.18062,-122.183805,1
47.20347,-121.98953,1
47.6018,-122.329075,1
47.6018,-122.329075,1
47.6018,-122.329075,1
45.638545,-122.641835,1
45.638545,-122.641835,1
46.994,-120.544475,1
47.043535,-122.89692,1
47.632405,-122.34848,1
47.534065,-122.03646,1
47.043535,-122.89692,1
47.6887161,-122.0370611,1
47.8019,-122.50156,1
47.6344364,-122.6468815,1
47.4451257,-122.1298876,1
47.85674,-121.972215,1
47.13795,-122.2987976,1
47.57981,-122.329815,1
47.61546,-122.344125,1
47.64927,-117.460225,1
47.61546,-122.344125,1
47.61546,-122.344125,1
47.61546,-122.344125,1
47.61546,-122.344125,1
47.61546,-122.344125,1
47.61546,-122.344125,1
47.61546,-122.344125,1
47.71124,-122.209285,1
47.03646,-122.8285,1
46.272495,-119.2952071,1
47.043535,-122.89692,1
47.71558,-122.296385,1
47.624515,-122.16085,1
47.045935,-122.92145,1
47.599975,-122.147385,1
47.599975,-122.147385,1
48.110695,-123.424865,1
47.26455,-122.460375,1
47.737525,-122.64177,1
47.71558,-122.296385,1
47.43473,-122.29179,1
47.5970083,-120.6619153,1
47.43473,-122.29179,1
47.46233,-122.32863,1
47.045935,-122.92145,1
48.41333,-122.338975,1
47.190465,-122.28718,1
46.232395,-119.0982,1
47.3198995,-122.1820969,1
48.501275,-122.615305,1
48.501275,-122.615305,1
45.638545,-122.641835,1
47.868195,-121.814825,1
45.638545,-122.641835,1
48.287295,-122.67499,1
47.9156409,-122.2247757,1
47.80807,-122.37507,1
47.80807,-122.37507,1
47.67668,-122.12302,1
47.6785,-122.20264,1
47.66905,-122.378895,1
47.68968,-122.37275,1
47.6293323,-122.5235781,1
47.195355,-120.938305,1
47.61385,-122.201905,1
47.61385,-122.201905,1
47.61385,-122.201905,1
47.737525,-122.64177,1
47.4495785,-122.8551647,1
47.32329,-122.31327,1
47.506453,-122.6851642,1
48.03557,-122.408015,1
46.44554,-120.421245,1
46.44554,-120.421245,1
47.392842,-121.3988798,1
48.761615,-122.486115,1
47.043535,-122.89692,1
47.043535,-122.89692,1
47.08149,-122.7510253,1
47.5373,-122.639265,1
47.2198,-122.47913,1
48.501275,-122.615305,1
48.501275,-122.615305,1
47.00679,-123.410105,1
46.204945,-119.113535,1
47.46233,-122.32863,1
47.91139,-122.240535,1
47.29733,-117.97788,1
47.6643385,-117.0923638,1
47.52104,-122.356145,1
47.61385,-122.201905,1
48.10433,-122.1713847,1
48.10433,-122.1713847,1
46.272495,-119.2952071,1
47.5373,-122.639265,1
48.501275,-122.615305,1
47.820517,-122.1876761,1
47.66132,-122.319115,1
47.261725,-122.40594,1
47.55015,-122.326965,1
47.71558,-122.296385,1
47.71558,-122.296385,1
47.71558,-122.296385,1
47.71558,-122.296385,1
47.52104,-122.356145,1
47.176685,-122.547645,1
48.19485,-122.12324,1
47.19178,-122.299155,1
47.2198,-122.47913,1
46.232395,-119.0982,1
46.994,-120.544475,1
47.2198,-122.47913,1
47.2198,-122.47913,1
47.2198,-122.47913,1
47.25207,-122.44131,1
47.26455,-122.460375,1
47.2198,-122.47913,1
47.2198,-122.47913,1
47.2198,-122.47913,1
47.71124,-122.209285,1
47.4797047,-122.21024,1
47.6785,-122.20264,1
47.6785,-122.20264,1
47.84182,-122.297265,1
47.201625,-122.23825,1
47.718625,-117.40725,1
47.610365,-122.30839,1
48.761615,-122.486115,1
47.6587754,-117.21264,1
47.26455,-122.460375,1
47.71124,-122.209285,1
46.716875,-122.962555,1
45.821475,-120.82557,1
47.819664,-122.3164188,1
47.2198,-122.47913,1
45.821475,-120.82557,1
47.7617128,-122.2504747,1
48.76809,-122.45493,1
48.761615,-122.486115,1
47.915555,-122.091505,1
47.80807,-122.37507,1
47.043535,-122.89692,1
47.71558,-122.296385,1
47.261725,-122.40594,1
47.55015,-122.326965,1
47.571015,-122.16937,1
48.19485,-122.12324,1
47.2174975,-122.4096963,1
47.22468,-122.439165,1
47.61385,-122.201905,1
47.6643385,-117.0923638,1
47.632405,-122.34848,1
47.582905,-122.2377542,1
47.632405,-122.34848,1
47.632405,-122.34848,1
47.632405,-122.34848,1
47.632405,-122.34848,1
47.57981,-122.329815,1
48.3829111,-122.5135345,1
47.8851158,-122.15134,1
47.6402108,-122.3223156,1
47.67668,-122.12302,1
47.67668,-122.12302,1
46.730885,-117.17912,1
47.67668,-122.12302,1
47.500055,-122.180505,1
47.500055,-122.180505,1
47.1712579,-122.5181098,1
47.1712579,-122.5181098,1
48.2179983,-122.6880708,1
47.3809,-122.235475,1
47.25207,-122.44131,1
47.61385,-122.201905,1
47.599975,-122.147385,1
46.730885,-117.17912,1
47.6785,-122.20264,1
45.630465,-122.675975,1
45.630465,-122.675975,1
45.630465,-122.675975,1
47.29733,-117.97788,1
48.4741766,-120.1774093,1
45.6228731,-122.589388,1
47.32329,-122.31327,1
47.305065,-122.222855,1
47.37483,-122.199755,1
48.3829111,-122.5135345,1
47.63046,-122.363815,1
47.20347,-121.98953,1
47.6018,-122.329075,1
47.261725,-122.40594,1
47.26365,-122.490985,1
47.2174975,-122.4096963,1
47.2369,-117.369475,1
47.979935,-122.20722,1
47.979935,-122.20722,1
47.4797047,-122.21024,1
47.80372,-122.335685,1
47.561889,-122.6498459,1
48.1195874,-122.7644197,1
47.153995,-122.43827,1
47.2923828,-122.5113356,1
48.2179983,-122.6880708,1
48.2414921,-122.3684051,1
47.26455,-122.460375,1
47.624515,-122.16085,1
47.43473,-122.29179,1
47.261725,-122.40594,1
45.6617058,-122.5918493,1
47.561889,-122.6498459,1
45.6228731,-122.589388,1
47.61099,-122.33589,1
47.476,-122.286465,1
47.95479,-122.213105,1
47.61546,-122.344125,1
47.08149,-122.7510253,1
47.67668,-122.12302,1
47.04058,-122.89602,1
45.5838634,-122.3538285,1
46.204945,-119.113535,1
47.561889,-122.6498459,1
47.26455,-122.460375,1
47.61546,-122.344125,1
47.581975,-122.30823,1
47.57097,-122.635905,1
46.1372997,-122.9379953,1
47.4935316,-121.7814012,1
47.37483,-122.199755,1
47.6018,-122.329075,1
47.745795,-117.411805,1
47.737525,-122.64177,1
47.737525,-122.64177,1
48.252975,-121.604165,1
46.7305,-120.69918,1
47.241885,-122.36151,1
47.71124,-122.209285,1
47.661935,-117.383045,1
45.6617058,-122.5918493,1
45.6617058,-122.5918493,1
47.22468,-122.439165,1
47.632405,-122.34848,1
48.365635,-120.12477,1
48.761615,-122.486115,1
47.4797047,-122.21024,1
47.097455,-122.643815,1
47.819664,-122.3164188,1
47.610365,-122.30839,1
47.61546,-122.344125,1
47.2198,-122.47913,1
48.10433,-122.1713847,1
47.12569,-118.376715,1
47.71558,-122.296385,1
46.756945,-122.01843,1
47.67668,-122.12302,1
47.63046,-122.363815,1
47.43473,-122.29179,1
47.61385,-122.201905,1
47.251135,-122.45153,1
47.71558,-122.296385,1
47.68968,-122.37275,1
47.534065,-122.03646,1
47.71124,-122.209285,1
45.638545,-122.641835,1
47.43473,-122.29179,1
47.61385,-122.201905,1
47.61385,-122.201905,1
48.1195874,-122.7644197,1
47.66905,-122.378895,1
47.632405,-122.34848,1
47.2198,-122.47913,1
47.1969484,-124.1960702,1
47.57981,-122.329815,1
47.718625,-117.40725,1
47.956285,-117.47501,1
47.4013897,-122.3219166,1
47.43473,-122.29179,1
48.547075,-117.90431,1
47.661935,-117.383045,1
47.67936,-117.39787,1
47.20322,-122.438105,1
47.61385,-122.201905,1
47.979935,-122.20722,1
46.66113,-122.96692,1
47.1042426,-122.3085456,1
47.61385,-122.201905,1
48.5374,-121.759005,1
47.61385,-122.201905,1
47.61385,-122.201905,1
47.61385,-122.201905,1
47.61385,-122.201905,1
47.61385,-122.201905,1
47.61385,-122.201905,1
47.61385,-122.201905,1
47.61546,-122.344125,1
47.61546,-122.344125,1
47.61546,-122.344125,1
47.42255,-120.32009,1
47.61546,-122.344125,1
47.61546,-122.344125,1
47.61546,-122.344125,1
47.61546,-122.344125,1
47.61546,-122.344125,1
47.61546,-122.344125,1
47.61546,-122.344125,1
47.61546,-122.344125,1
47.61546,-122.344125,1
47.61546,-122.344125,1
47.045935,-122.92145,1
47.42255,-120.32009,1
47.61546,-122.344125,1
47.63046,-122.363815,1
47.63046,-122.363815,1
47.63046,-122.363815,1
47.63046,-122.363815,1
47.63046,-122.363815,1
47.63046,-122.363815,1
47.61546,-122.344125,1
47.61546,-122.344125,1
47.61546,-122.344125,1
47.66132,-122.319115,1
47.61546,-122.344125,1
47.61546,-122.344125,1
47.61546,-122.344125,1
47.61546,-122.344125,1
47.61546,-122.344125,1
47.61546,-122.344125,1
47.61546,-122.344125,1
47.61546,-122.344125,1
47.61546,-122.344125,1
47.61546,-122.344125,1
47.6018,-122.329075,1
47.80372,-122.335685,1
47.71124,-122.209285,1
47.64927,-117.460225,1
47.64927,-117.460225,1
47.64927,-117.460225,1
47.64927,-117.460225,1
47.64927,-117.460225,1
47.64927,-117.460225,1
47.6018,-122.329075,1
47.581975,-122.30823,1
47.534065,-122.03646,1
47.6018,-122.329075,1
47.61099,-122.33589,1
47.659185,-122.34301,1
47.66132,-122.319115,1
47.66132,-122.319115,1
47.043535,-122.89692,1
48.90942,-122.357585,1
47.979935,-122.20722,1
46.29747,-119.28753,1
48.761615,-122.486115,1
46.37534,-120.31287,1
47.6643385,-117.0923638,1
48.08334,-121.96994,1
48.08334,-121.96994,1
47.2923828,-122.5113356,1
47.632405,-122.34848,1
47.632405,-122.34848,1
47.57981,-122.329815,1
47.57981,-122.329815,1
48.761615,-122.486115,1
47.25207,-122.44131,1
47.61385,-122.201905,1
47.534065,-122.03646,1
47.534065,-122.03646,1
47.534065,-122.03646,1
47.43473,-122.29179,1
47.61099,-122.33589,1
47.4935316,-121.7814012,1
47.6018,-122.329075,1
45.818445,-122.74291,1
47.61385,-122.201905,1
48.7470973,-122.4569227,1
46.063985,-118.34332,1
46.063985,-118.34332,1
46.5965625,-120.6027202,1
46.1372997,-122.9379953,1
48.05542,-122.17673,1
48.05542,-122.17673,1
46.730885,-117.17912,1
46.730885,-117.17912,1
46.730885,-117.17912,1
47.61385,-122.201905,1
47.2335835,-119.8508676,1
47.211085,-123.105305,1
46.29747,-119.28753,1
47.6018,-122.329075,1
47.549285,-122.28339,1
47.549285,-122.28339,1
47.549285,-122.28339,1
48.110695,-123.424865,1
48.110695,-123.424865,1
48.110695,-123.424865,1
48.486229,-121.5988788,1
45.818445,-122.74291,1
46.97789,-123.8206,1
46.97789,-123.8206,1
46.97789,-123.8206,1
46.97789,-123.8206,1
46.97789,-123.8206,1
47.61099,-122.33589,1
47.661935,-117.383045,1
48.501275,-122.615305,1
47.5970083,-120.6619153,1
46.232395,-119.0982,1
46.063985,-118.34332,1
47.211085,-123.105305,1
45.638545,-122.641835,1
46.97789,-123.8206,1
48.19485,-122.12324,1
45.6617058,-122.5918493,1
45.6617058,-122.5918493,1
45.6617058,-122.5918493,1
47.6587754,-117.21264,1
46.232395,-119.0982,1
47.651205,-118.15232,1
48.76809,-122.45493,1
47.979935,-122.20722,1
48.761615,-122.486115,1
48.761615,-122.486115,1
47.624515,-122.16085,1
47.4797047,-122.21024,1
47.4797047,-122.21024,1
47.4797047,-122.21024,1
48.7470973,-122.4569227,1
47.667155,-117.431895,1
47.582905,-122.2377542,1
47.667155,-117.431895,1
46.66113,-122.96692,1
47.624515,-122.16085,1
47.624515,-122.16085,1
47.624515,-122.16085,1
47.624515,-122.16085,1
47.500055,-122.180505,1
47.500055,-122.180505,1
47.1042426,-122.3085456,1
47.549285,-122.28339,1
47.8019,-122.50156,1
47.43473,-122.29179,1
47.733415,-122.55717,1
47.76726,-122.34584,1
48.08104,-123.105015,1
45.7010427,-122.6483953,1
47.84182,-122.297265,1
47.500055,-122.180505,1
47.84182,-122.297265,1
47.624515,-122.16085,1
48.474765,-122.33079,1
47.5373,-122.639265,1
47.624515,-122.16085,1
46.730885,-117.17912,1
47.624515,-122.16085,1
47.61099,-122.33589,1
47.61099,-122.33589,1
47.61099,-122.33589,1
47.61099,-122.33589,1
47.9156409,-122.2247757,1
47.9156409,-122.2247757,1
47.3384055,-122.2849393,1
47.6285782,-122.0313266,1
45.630465,-122.675975,1
47.3931814,-122.2012521,1
47.3931814,-122.2012521,1
47.6402108,-122.3223156,1
47.718625,-117.40725,1
46.6043,-120.500225,1
47.9156409,-122.2247757,1
46.204945,-119.113535,1
48.41333,-122.338975,1
47.25207,-122.44131,1
47.61385,-122.201905,1
47.261725,-122.40594,1
47.2198,-122.47913,1
47.820517,-122.1876761,1
47.3234488,-122.5835454,1
48.761615,-122.486115,1
47.57192,-122.65223,1
47.32329,-122.31327,1
47.32329,-122.31327,1
47.6785,-122.20264,1
47.4013897,-122.3219166,1
48.007315,-119.67319,1
46.043895,-118.38409,1
46.994,-120.544475,1
47.61385,-122.201905,1
47.61385,-122.201905,1
45.72977,-121.48347,1
47.201625,-122.23825,1
46.043895,-118.38409,1
47.632405,-122.34848,1
48.7470973,-122.4569227,1
47.632405,-122.34848,1
48.70556,-119.438935,1
47.632405,-122.34848,1
47.632405,-122.34848,1
47.599975,-122.147385,1
46.6043,-120.500225,1
46.5973939,-120.524012,1
46.5973939,-120.524012,1
47.745795,-117.411805,1
47.61385,-122.201905,1
47.61385,-122.201905,1
47.61385,-122.201905,1
47.61385,-122.201905,1
47.61385,-122.201905,1
47.61385,-122.201905,1
48.110695,-123.424865,1
46.730885,-117.17912,1
47.4797047,-122.21024,1
47.61385,-122.201905,1
47.61385,-122.201905,1
47.61385,-122.201905,1
47.61385,-122.201905,1
47.61385,-122.201905,1
47.6285782,-122.0313266,1
47.61385,-122.201905,1
47.61385,-122.201905,1
47.61385,-122.201905,1
47.61385,-122.201905,1
47.61385,-122.201905,1
47.67668,-122.12302,1
45.5838634,-122.3538285,1
45.5838634,-122.3538285,1
45.5838634,-122.3538285,1
45.5838634,-122.3538285,1
48.110695,-123.424865,1
47.42255,-120.32009,1
45.5838634,-122.3538285,1
47.6293323,-122.5235781,1
46.232395,-119.0982,1
45.5838634,-122.3538285,1
47.534065,-122.03646,1
47.71124,-122.209285,1
47.71124,-122.209285,1
47.6245,-122.11832,1
47.045935,-122.92145,1
47.045935,-122.92145,1
47.42255,-120.32009,1
47.043535,-122.89692,1
47.624515,-122.16085,1
47.624515,-122.16085,1
47.624515,-122.16085,1
47.632405,-122.34848,1
47.632405,-122.34848,1
47.547635,-121.999595,1
47.547635,-121.999595,1
47.043535,-122.89692,1
47.632405,-122.34848,1
47.57981,-122.329815,1
45.7491397,-121.648859,1
47.63046,-122.363815,1
47.63046,-122.363815,1
47.63046,-122.363815,1
47.63046,-122.363815,1
47.63046,-122.363815,1
47.63046,-122.363815,1
47.63046,-122.363815,1
47.63046,-122.363815,1
47.63046,-122.363815,1
47.581125,-122.329075,1
47.63046,-122.363815,1
47.63046,-122.363815,1
47.63046,-122.363815,1
47.63046,-122.363815,1
47.63046,-122.363815,1
47.63046,-122.363815,1
47.63046,-122.363815,1
47.63046,-122.363815,1
47.63046,-122.363815,1
47.63046,-122.363815,1
47.52104,-122.356145,1
47.63046,-122.363815,1
47.63046,-122.363815,1
47.63046,-122.363815,1
47.241885,-122.36151,1
47.65942,-117.19651,1
46.654175,-120.54188,1
46.654175,-120.54188,1
47.1042426,-122.3085456,1
46.654175,-120.54188,1
46.654175,-120.54188,1
47.76726,-122.34584,1
46.654175,-120.54188,1
46.654175,-120.54188,1
47.4797047,-122.21024,1
47.624515,-122.16085,1
47.624515,-122.16085,1
47.624515,-122.16085,1
47.624515,-122.16085,1
47.624515,-122.16085,1
47.624515,-122.16085,1
47.624515,-122.16085,1
47.55015,-122.326965,1
47.80372,-122.335685,1
47.20322,-122.438105,1
47.624515,-122.16085,1
47.624515,-122.16085,1
47.624515,-122.16085,1
45.818445,-122.74291,1
46.1372997,-122.9379953,1
47.417755,-120.28619,1
47.417755,-120.28619,1
47.417755,-120.28619,1
47.61385,-122.201905,1
47.55015,-122.326965,1
47.632405,-122.34848,1
47.632405,-122.34848,1
47.632405,-122.34848,1
47.632405,-122.34848,1
47.632405,-122.34848,1
47.632405,-122.34848,1
47.6785,-122.20264,1
47.624515,-122.16085,1
47.624515,-122.16085,1
48.41333,-122.338975,1
47.67668,-122.12302,1
47.4451257,-122.1298876,1
48.76809,-122.45493,1
46.249215,-119.91556,1
45.72977,-121.48347,1
47.67949,-122.3185,1
47.19178,-122.299155,1
47.632405,-122.34848,1
47.632405,-122.34848,1
47.632405,-122.34848,1
47.632405,-122.34848,1
47.632405,-122.34848,1
47.632405,-122.34848,1
47.632405,-122.34848,1
47.632405,-122.34848,1
45.77945,-122.53218,1
45.77945,-122.53218,1
47.632405,-122.34848,1
47.632405,-122.34848,1
47.632405,-122.34848,1
47.632405,-122.34848,1
47.19178,-122.299155,1
47.599975,-122.147385,1
47.632405,-122.34848,1
45.6617058,-122.5918493,1
45.6617058,-122.5918493,1
47.68968,-122.37275,1
48.474765,-122.33079,1
47.2198,-122.47913,1
47.261725,-122.40594,1
47.261725,-122.40594,1
47.2198,-122.47913,1
47.2198,-122.47913,1
47.67668,-122.12302,1
47.64927,-117.460225,1
47.64927,-117.460225,1
47.64927,-117.460225,1
47.043535,-122.89692,1
46.530395,-122.48444,1
46.52821,-122.631295,1
46.556285,-122.27838,1
46.556285,-122.27838,1
46.7596404,-122.1438091,1
47.632405,-122.34848,1
47.762405,-122.20578,1
47.632405,-122.34848,1
46.7305,-120.69918,1
48.5316467,-123.0219704,1
48.5316467,-123.0219704,1
48.5262809,-122.9109264,1
48.7016716,-122.907229,1
48.7016716,-122.907229,1
48.7016716,-122.907229,1
48.5262809,-122.9109264,1
48.474765,-122.33079,1
47.571015,-122.16937,1
48.474765,-122.33079,1
47.61385,-122.201905,1
46.6043,-120.500225,1
46.53731,-121.920025,1
46.60968,-121.66915,1
46.6043,-120.500225,1
47.71558,-122.296385,1
47.61546,-122.344125,1
47.61546,-122.344125,1
47.61546,-122.344125,1
47.61385,-122.201905,1
47.61546,-122.344125,1
47.61546,-122.344125,1
47.61546,-122.344125,1
47.61546,-122.344125,1
47.61546,-122.344125,1
47.61546,-122.344125,1
47.61546,-122.344125,1
47.61546,-122.344125,1
47.61546,-122.344125,1
47.6293323,-122.5235781,1
47.582905,-122.2377542,1
