lat,long,agi
48.78587,-122.506288,44946
46.2563,-119.90306,21954
45.72812,-121.48505,52734
47.6970343,-122.2905516,92722
47.203639,-122.313561,46423
47.624014,-122.336271,130936
47.624139,-122.335419,130936
47.623947,-122.335413,130936
47.622264,-122.342164,130936
47.624,-122.335571,130936
47.623978,-122.335571,130936
47.623864,-122.335662,130936
47.62398,-122.335809,130936
45.779686,-122.539513,44046
45.779802,-122.539517,44046
47.620482,-122.336253,130936
47.62044,-122.336175,130936
47.621486,-122.336188,130936
47.623798,-122.337642,130936
47.207367,-122.294997,46423
47.580655,-122.143364,69292
47.623911,-122.337694,130936
45.684915,-122.55342,34687
45.684954,-122.553369,34687
47.689356,-122.37659,89744
48.451297,-122.339812,35338
47.22813861226714,-122.4991558918571,28926
47.25927995829793,-122.43429270240784,36840
47.25927995829793,-122.43429270240784,36840
47.228157,-122.485043,28926
47.22778,-122.48298,28926
47.635607,-122.137229,104401
47.626199,-117.537711,47253
47.626233,-117.537649,47253
47.626154,-117.537759,47253
47.045491,-122.906952,45355
46.533843,-122.484997,33107
46.531361,-122.629874,40421
46.555513,-122.28006,30407
46.555512,-122.280013,30407
46.76501,-122.194239,27014
47.621342,-122.336349,130936
47.757838,-122.190947,69199
47.621341,-122.336351,130936
46.639615,-121.390658,38745
48.53532,-123.01408,70569
48.53475594577669,-123.0185331190491,70569
48.44512,-122.86036,67488
48.70455277599716,-122.9091449298859,64993
48.69529,-122.90453,64993
48.69418,-122.90417,64993
48.52618264160765,-122.91266536441802,67488
48.450232,-122.337084,35338
47.571386,-122.164808,111188
48.450226,-122.337127,35338
47.61186,-122.20131,239631
46.586168,-120.49748,25561
46.535844,-121.958906,30436
46.609914,-121.669494,34931
46.586189,-120.49749,25561
47.702793,-122.32588,61215
47.617519,-122.340205,150993
47.617496,-122.340242,150993
47.617506,-122.340219,150993
47.616971,-122.203009,239631
47.617525,-122.340196,150993
47.61751,-122.340215,150993
47.6175,-122.340235,150993
47.617505,-122.340227,150993
47.617454,-122.34029,150993
47.617405,-122.340395,150993
47.617498,-122.340269,150993
47.617439,-122.340315,150993
47.617425,-122.340333,150993
47.66201,-122.501966,118406
47.590057,-122.228541,206897
47.662012,-122.501937,118406
47.634499,-122.326277,134395
47.634528,-122.326341,134395
47.634499,-122.326374,134395
47.60025,-122.29722,80600
47.195255663717,-120.956107045492,67324
46.533843,-122.484954,33107
46.531353,-122.630243,40421
47.5461081,-122.049337,91358
47.578682,-122.1652854,111188
47.4175735,-120.317166,37355
47.578473,-122.1664985,111188
47.5469551,-122.3288731,45088
47.51766862379205,-122.29721987976122,45088
47.6113722,-122.343703,150993
45.716144166102126,-122.64233632208956,35243
47.66981,-122.38494,95249
47.6160967,-122.3527187,150993
47.6788524,-122.1260216,104401
47.5437808,-122.1613321,67338
47.6215389,-122.3602985,121779
47.668201,-117.397214,29113
47.6148399,-122.3241666,98592
47.6121794,-122.2009976,239631
47.6205619,-122.6344971,37155
47.24015768,-122.4484477,34053
46.682265,-122.972792,36475
45.75095984777836,-122.54757990674624,44046
47.57668091,-122.1670054,111188
47.57858476,-122.1657146,111188
47.57932701,-122.1663053,111188
47.5766937,-122.1671315,111188
47.612754,-122.198497,239631
47.5511184,-122.0722164,91358
47.6144471,-122.3410102,150993
47.5023415,-122.6523737,41269
46.191192929631406,-119.14626421984232,35293
47.44897,-122.25331,35278
47.0987868,-122.374551,38816
47.0968511,-122.2694515,39901
47.4577042,-122.2511413,35278
47.796251,-122.1939756,70533
47.2029039,-122.224457,43982
47.329291,-122.578979,71256
47.548675,-122.050648,91358
47.6688074,-122.122092,104401
47.7647852,-122.1845859,69199
47.1851726,-122.4705984,28926
48.862062,-117.369619,30194
48.60856686159947,-123.15288171604192,70569
47.56716777356541,-122.36484747520292,49607
47.2125843,-122.240193,39901
47.0560184,-122.7551371,43185
47.61360885799295,-122.31579498724822,98592
47.448354,-122.2188,48364
47.661361,-122.298284,127182
47.5597763,-122.2911963,121779
47.7634842,-122.1813697,69199
47.5403411,-122.2832798,52144
47.633041,-122.136031,104401
47.664513531216464,-122.30001030443889,127182
47.7486311,-122.3594244,52359
47.7486311,-122.3594244,52359
47.5652645,-122.6760895,38510
47.444149,-122.460142,65917
48.099457,-122.188461,37493
47.339342,-122.590314,70318
48.099457,-122.188418,37493
48.099464,-122.188407,37493
48.099464,-122.188429,37493
47.036381224724856,-122.75812260076324,37722
47.668993,-117.098183,61376
47.669151,-117.098583,61376
47.669187,-117.098583,61376
47.669173,-117.098508,61376
47.202015,-122.42894,26893
47.622867,-122.336753,130936
47.75946,-122.661047,49711
47.705595,-122.185672,81474
47.705587,-122.185308,81474
47.651792,-122.3529158,98316
47.16931,-122.494703,33617
47.836466,-122.300435,43843
47.76572183096526,-122.6627871606062,49711
46.053183,-118.354086,38102
47.614578,-122.196429,239631
47.614574,-122.196404,239631
47.614582,-122.196425,239631
48.536489,-123.021351,70569
47.614599,-122.196437,239631
47.614579,-122.196417,239631
47.614601,-122.196441,239631
47.614558,-122.19646,239631
47.614583,-122.196445,239631
47.61457,-122.19644,239631
47.614588,-122.19643,239631
47.614594,-122.196441,239631
47.614641,-122.196451,239631
47.614572,-122.196469,239631
48.514655,-123.028884,70569
47.614618,-122.196459,239631
47.614594,-122.196424,239631
47.614667,-122.196453,239631
47.614743,-122.196447,239631
47.614747,-122.196461,239631
47.614618,-122.196463,239631
47.614604,-122.19644,239631
47.614626,-122.196492,239631
47.614621,-122.196465,239631
47.61461,-122.196465,239631
48.532963,-123.019311,70569
47.614901,-122.196644,239631
47.614596,-122.196464,239631
47.614571,-122.196442,239631
47.614582,-122.196477,239631
47.614607,-122.196471,239631
47.614569,-122.19648,239631
47.614592,-122.196456,239631
46.349067,-124.053026,39020
46.652767,-120.5399,36089
47.864533,-122.28197,42817
48.532844,-123.021001,70569
46.6053776872519,-120.482764497013,25561
47.662926,-117.431874,53093
47.203619,-122.313662,46423
47.185951,-122.482651,28926
48.449451,-122.346313,35338
47.667327,-117.106385,61376
47.614019,-122.335273,257397
48.559758,-122.347134,56039
47.4570519,-122.2506784,35278
47.055925,-122.811905,43185
48.692979,-122.904798,64993
47.599475,-117.369543,53231
47.68229,-117.285339,35010
47.750782,-117.409002,38067
47.50982,-122.20117,65018
47.621558,-122.336929,130936
47.621611,-122.336961,130936
47.621517,-122.336996,130936
47.621596,-122.337002,130936
47.621564,-122.336999,130936
47.621597,-122.337012,130936
48.641279,-122.781015,77465
47.621624,-122.336999,130936
47.621547,-122.33698,130936
47.621566,-122.336961,130936
47.621587,-122.336956,130936
46.425404,-117.04866,34497
47.39555066865192,-122.22888831829938,33665
47.202106,-122.428907,26893
48.815705,-122.555513,44946
45.578597,-122.369998,46414
45.578612,-122.369966,46414
48.521863,-122.909571,67488
45.578614,-122.37,46414
45.578607,-122.370007,46414
45.578611,-122.369998,46414
45.578601,-122.369971,46414
47.6743486,-117.2044944,29975
47.6743353,-117.2045108,29975
47.6743405,-117.2045349,29975
47.6743272,-117.2045561,29975
47.6743267,-117.2045772,29975
47.6742739,-117.20461,29975
47.739021,-117.409937,38067
48.530774,-122.914874,67488
45.61970112205079,-122.62866141202132,39081
46.843149,-120.462157,38855
47.604151149501504,-122.18940939047714,239631
47.670465,-122.114889,104401
47.3001237950386,-117.976062919428,27324
47.4972856294039,-117.565699782953,33221
47.6441402329576,-117.576707512147,22263
47.6405748972829,-117.550308583482,47253
47.636747291571,-117.538139100635,47253
47.6268814476275,-117.537588234816,47253
47.451709,-122.295497,35278
47.6176524554148,-117.489923319859,47253
47.625993076023,-117.401065286262,57909
47.6464283735088,-117.426683514568,38000
47.659207793755,-117.427341208809,53093
47.6596979865922,-117.425382878579,53093
47.6589127666411,-117.420004142045,53093
47.6649707611323,-117.424154919314,53093
47.6635639825081,-117.413773924025,53093
47.6576629583616,-117.401612930819,29113
47.023179,-122.922337,41793
47.6791780046368,-117.409162927993,23162
47.0080700982166,-124.16514134488,37169
47.6268814476275,-117.537588234816,47253
47.04741,-122.80642,34394
47.047593,-122.806449,34394
47.047474,-122.806465,34394
45.623493,-122.677765,56466
45.623505,-122.677765,56466
47.615584085535176,-122.32467640397034,98592
46.6099,-121.669522,34931
47.736632,-122.647204,49711
47.78069523487534,-122.33917350720871,59103
47.80840769494938,-122.36008828525904,100727
47.84948206900219,-122.32542304477656,59103
47.82656454887777,-122.34282967546146,59103
47.831333,-122.341988,59103
47.808931332907136,-122.3293563375386,59103
47.030911,-122.932627,50031
48.149745,-122.190394,37493
48.149743,-122.190468,37493
47.95778906871235,-122.23267704662013,42371
47.652505,-122.694367,45317
47.7407321,-122.2901406,61477
47.77635,-122.33231,52359
47.31915,-122.30149,32259
47.51424,-122.34568,49607
47.5872608,-122.1650353,117231
46.241776,-119.121735,28619
46.241722,-119.121734,28619
47.64787,-122.33814,98316
47.64994,-122.37907,121779
48.05069032221915,-122.81850367516904,47597
48.436423,-122.3088327,34728
46.226072,-119.206387,27737
47.721503,-117.284268,35644
47.721475,-117.284169,35644
47.60852,-122.34208,257397
47.608639,-122.342184,257397
47.668815,-117.431704,53093
47.66138,-122.354868,95249
47.755317,-120.740517,53459
46.20333,-123.384254,40464
47.670431,-122.112045,104401
47.585655,-122.147284,69292
47.0810708183483,-119.861968601708,25579
47.66,-122.4,122876
46.21,-119.21,27737
47.3809667,-122.2554202,33665
47.48348584,-122.1943169,45670
48.42017,-122.32547,41958
48.776637,-122.485335,48487
47.60075,-122.039233,124724
47.60075,-122.039225,124724
48.106661,-122.574574,63876
45.7208083,-122.6467578,47122
47.990675,-122.890677,47597
48.049829,-122.92153,44410
48.010013,-122.76919,35429
48.110439,-122.782824,47597
48.110637,-122.770968,47597
48.115196464776,-123.270377775693,38344
48.105604,-123.402787,38344
48.1161911569291,-123.422787582193,38344
47.609463,-122.342843,257397
47.25914,-122.514596,53051
47.608994,-122.342068,257397
47.608951,-122.342068,257397
47.608929,-122.342047,257397
47.60559,-122.338823,257397
46.653156,-120.5389,36089
47.03607193773977,-122.76253333284753,34394
48.287967,-122.648486,33634
47.00615,-120.586792,38855
47.60636,-122.321639,98639
47.657264,-117.312518,35010
47.477362,-122.215347,45670
47.203981,-122.237313,43982
47.704069,-122.167006,81474
47.611102,-122.334893,257397
47.58495,-122.15043,117231
47.633992,-122.339684,130936
45.6313841,-122.677588,56466
47.637692,-122.513582,118406
47.359935,-122.103668,46214
47.389529,-122.301609,39968
47.21978,-122.48576,28926
48.938283,-119.436456,27146
47.39125,-119.483647,26512
47.883847,-120.154608,45762
47.443363,-122.296428,35278
45.662257,-122.664489,38255
46.750241,-121.812778,30725
47.609095,-122.332012,257397
47.653614,-117.430179,53093
47.669621,-117.416241,53093
45.648094,-122.597954,34687
47.628186,-117.227256,29975
47.662679,-117.431811,53093
47.617634,-122.133439,69292
47.011089,-122.896054,45355
47.58002,-122.312203,80600
47.61541,-122.179484,117231
46.180363,-119.188501,35293
46.994236,-120.549197,38855
47.673158,-117.360474,35644
47.675247,-117.464446,47253
46.047464,-118.353406,38102
47.757824,-122.190681,69199
47.614503,-122.201196,239631
47.614311,-122.201051,239631
47.614752,-122.200829,239631
47.614649,-122.200751,239631
47.251655,-122.437656,59070
47.042642,-124.170682,37169
45.643429,-122.704219,56466
47.754851,-122.155601,91062
47.545075,-122.008911,92257
47.616104,-122.19696,239631
47.471546,-122.232002,45670
47.474427,-122.233381,45670
47.746624,-122.636916,49711
47.798901,-122.3025,44319
46.976679,-123.813485,28901
48.212441,-122.183491,41465
48.509743,-122.338681,35338
46.729872,-122.977392,28265
46.976918,-120.54162,38855
46.198035,-119.162687,27737
47.61434,-122.194037,239631
47.846714,-122.271389,42817
47.116294,-118.368328,34733
48.071064,-123.074581,44410
45.721613,-122.663762,51895
47.598476,-120.656055,53459
47.10579,-122.539,17643
47.96937,-123.86338,33180
47.96937,-123.86338,33180
46.677586,-120.47913,25561
46.242178,-119.124215,28619
47.434021,-122.273183,35278
47.768906,-117.401929,38067
47.6289,-122.341536,130936
47.195359,-124.196082,30407
47.700624,-117.425573,28993
45.852337,-122.708397,57400
47.619056,-122.352371,130936
47.623424,-122.345872,130936
47.22213,-122.478493,28926
47.320954,-122.13822,46214
47.548081,-122.039955,92257
47.661582,-122.32426,127182
47.55493,-122.047455,92257
48.479357,-120.186033,54389
46.798453,-123.0123,35773
47.582336,-122.158644,117231
47.588122,-122.237206,206897
48.543915,-117.904797,30871
47.616992,-122.343984,150993
47.65579218,-117.4236637,53093
47.255854,-122.44172,59070
47.474537,-122.204976,45670
46.132245,-122.935179,32571
46.604239,-120.481583,25561
47.467463,-120.336918,37355
48.214249,-122.184142,41465
46.751382,-121.937189,30725
47.617601,-122.193492,239631
47.611844,-122.193618,239631
47.612345,-122.197702,239631
47.607592,-122.189582,239631
47.568871,-122.145285,111188
48.754197,-122.496675,48487
48.783141,-122.484001,44946
48.788325,-122.48746,44946
46.2960713,-119.4514867,32050
48.990486,-122.774447,44457
45.729538,-121.821066,55666
46.202588,-123.384133,40464
47.842476,-120.098099,44544
47.207984,-121.019499,67324
47.400629,-122.296834,39968
47.601657,-122.036938,124724
47.313799,-122.301009,32259
47.914774,-124.544249,28624
48.010539,-122.534798,62030
47.305772,-122.579191,71256
47.3183909,-122.5853265,71256
47.550984,-122.057823,91358
46.213187,-119.286497,51177
46.178019,-119.189427,51177
48.0396068,-122.4061314,58310
48.041105,-122.410772,58310
47.424222,-122.256619,33665
47.767473,-120.653187,53459
47.551769,-120.680327,53459
47.884887,-120.156959,45762
47.896557,-120.132386,45762
47.10335,-119.251036,31741
46.545331,-122.508967,33107
47.03909,-122.882327,45355
47.443255,-122.212445,42796
47.027278,-122.912415,50031
48.987053,-119.425912,27146
46.250235,-119.116144,28619
48.101579,-123.477119,33180
48.1149208,-123.2683981,38344
48.116414,-123.255357,38344
46.715837,-117.166626,41024
47.17669,-122.2931,46423
47.098792,-119.996204,25579
47.671225,-122.122192,104401
47.444606,-122.214491,42796
46.281294,-119.273452,49635
46.271849,-119.269167,49635
47.610335,-122.341261,257397
47.6049041,-122.3361893,98639
47.610166,-122.335179,257397
47.612347,-122.334168,257397
47.4373126,-122.2876227,35278
47.610845,-122.347258,150993
47.661523,-122.324913,127182
47.622544,-122.333913,130936
47.483635,-122.170748,65018
47.608043,-122.334072,257397
47.661869,-122.315415,127182
47.625675,-122.346886,130936
47.625378,-122.344596,130936
47.614141,-122.336357,257397
47.6270468,-122.3149606,206447
47.607651,-122.339418,257397
48.06217,-123.168319,44410
48.149618,-123.153648,44410
47.474537,-122.204976,45670
47.51865,-121.841773,81073
47.656578,-117.424414,53093
47.656306,-117.423487,53093
47.663559,-117.412422,53093
47.63666,-117.477532,47253
47.66075,-117.414533,53093
47.659917,-117.417273,53093
47.657247,-117.423946,53093
47.642631,-117.537533,47253
47.673676,-117.201827,29975
47.253809,-122.437429,59070
45.6856217,-121.9052444,47997
47.23853,-122.427213,36840
47.3471843,-123.0676404,47327
45.653804,-122.591975,34687
46.0890194,-118.2782343,38102
47.734002,-122.141347,38102
46.088478,-118.227154,38102
46.016223,-118.38607,38102
46.0679132,-118.3408991,38102
46.092016,-118.271808,38102
47.245934,-122.43398,59070
47.476001,-120.376514,37355
46.859479,-124.108594,32858
48.477487,-120.25638,54389
47.732864,-122.147196,91062
46.604039,-120.494574,25561
47.667043,-117.110447,61376
47.189262,-120.902714,67324
45.657705,-122.581873,34687
47.614293,-122.192294,239631
47.578255,-122.17137,111188
47.614744,-122.193162,239631
47.778229,-122.344838,59103
47.578784,-122.171273,111188
47.625077,-122.339032,130936
47.614336,-117.503088,47253
47.674374,-122.127167,104401
47.630363,-117.538616,47253
48.738079,-122.469392,48487
47.6123,-122.1966,239631
47.589593,-122.332945,161615
47.90272981640562,-122.2469883724914,29674
47.49129,-121.79356,74622
45.68739,-122.66091,38669
47.658,-122.712,20292
47.658,-122.712,20292
47.658,-122.712,20292
47.658,-122.712,20292
47.658,-122.712,20292
47.658,-122.712,20292
47.658,-122.712,20292
47.031067,-122.930247,50031
47.658,-122.712,20292
47.658,-122.712,20292
47.563229,-122.646326,20292
47.563313,-122.646465,20292
47.563266,-122.646362,20292
47.56327,-122.646238,20292
48.0553,-122.6957,36377
46.236607,-119.128998,28619
46.603762,-120.503347,25561
48.443205,-122.316279,34728
47.862572,-121.976585,45966
46.31017,-117.99763,36264
47.609629,-122.333133,257397
47.457152,-122.251628,35278
47.769459,-122.151217,91062
47.616294,-122.201029,239631
47.635213,-122.325845,134395
47.207367,-122.294997,46423
47.635119,-122.325866,134395
47.618421,-122.20129,239631
47.590129,-117.565574,53093
47.615943,-122.205532,239631
47.615991,-122.205533,239631
48.44174,-122.34476,34728
47.49729,-122.1993,45670
48.8529235,-122.5895254,38238
47.579872,-122.135431,93669
47.448354,-122.2188,48364
47.83199,-122.26733,43843
47.115829,-122.567993,17643
47.05966,-122.77201,43185
47.444636,-122.21277,42796
47.444881,-122.212781,42796
47.36029,-122.10773,46214
48.09546,-122.1869,37493
46.13988,-122.90126,35326
47.23947,-122.48025,34053
46.60252,-120.47924,25561
47.606684,-122.332664,98639
45.6573855,-122.5847915,34687
45.658859,-122.5835005,34687
47.24293,-122.39677,39430
47.155357,-122.28065,39901
47.155403,-122.28066,39901
47.153199,-122.504023,33617
45.609302,-122.500484,48264
47.678055,-122.314119,92722
47.668051,-117.4063,29113
47.663105,-117.40049,53093
47.91349,-122.21331,42691
47.11948,-118.36271,34733
45.61776,-122.47814,48264
47.585782,-122.233277,206897
47.0420215,-122.938283,50031
47.042821,-122.934577,50031
47.042561,-122.9364625,50031
47.460023,-122.25938,35278
47.5786615,-122.1704435,111188
47.622517,-122.321407,134395
47.582934,-122.323106,161615
47.662307,-122.3697155,95249
47.6825805,-122.317165,92722
47.7018765,-122.3430745,52359
47.6141025,-122.0341465,124931
47.5831155,-122.03388,124724
47.543796,-122.017239,92257
47.6569805,-122.692128,45317
47.658828,-122.6887895,45317
47.617016,-122.33408,257397
47.99823,-122.10064,45350
47.622085,-122.347124,130936
47.4175735,-120.317166,37355
47.70846,-122.32489,61215
47.45571,-122.25738,35278
47.24889,-122.453156,34053
47.54187,-122.05203,91358
47.618696,-122.191787,239631
47.622575,-122.335481,130936
47.585809,-122.233237,206897
47.611815,-122.178134,117231
47.612834,-122.178704,117231
47.545324,-122.0195,91358
47.699613,-122.341922,98316
47.629619,-117.535903,47253
47.86516,-121.97318,45966
48.508154,-122.611842,60931
48.5006578,-122.6159562,60931
47.8045651,-122.1205486,91062
47.848697,-122.246153,43843
47.776781,-122.181535,70533
47.8124532,-122.3758246,100727
47.8051107,-122.3813841,100727
47.57952,-122.321401,161615
47.6665847,-122.0991426,104401
46.0705799,-118.3306351,38102
47.7084377,-122.3179225,61215
47.6165569,-122.1537017,117231
47.5365604,-122.0205442,92257
47.536237,-122.0220539,91358
47.5806355,-122.1564536,117231
47.6699634,-122.3847489,95249
47.6233435,-122.334684,130936
47.6211672,-122.3354501,130936
47.565149,-122.353024,49607
47.6170248,-122.3322181,257397
47.6164918,-122.3324879,257397
47.618090056138,-122.33892002021,130936
47.6156458,-122.3350555,257397
47.6156458,-122.3350555,257397
47.6078691,-122.3196562,98592
47.619075,-122.359573,150993
47.6072826,-122.3360929,257397
47.6091582,-122.3418441,257397
47.6060061,-122.336716,257397
47.21978,-122.48576,28926
47.6034418,-122.3339101,98639
47.5975078,-122.328595,161615
47.5980919,-122.3309701,98639
47.5892477,-122.3358112,161615
47.4884945,-122.1642138,67338
47.24745538956,-122.20054897354,42918
47.298158744057,-122.50341835087,62424
47.2515929,-122.4407988,59070
47.2136054,-122.5366188,46378
47.093942,-122.6260623,37433
47.562162,-122.684286,38510
47.0002897,-122.6682861,37722
46.3455914,-124.060608,39020
48.727512,-122.48124,48487
46.730066,-117.169086,41024
47.80743,-122.20601,70533
47.610024,-122.332078,257397
47.253443770016,-122.44818772393,67968
47.6188924,-122.1969419,239631
47.571333,-122.328404,161615
47.663902,-122.300245,127182
47.458466,-122.333257,37400
47.29799,-122.248532,40765
47.468033,-121.716442,74622
47.028924,-122.913101,50031
47.61479,-122.195543,239631
48.240444,-122.4555,54771
47.610142,-122.331887,257397
46.495156,-120.4206332,19083
46.014123,-118.310165,38102
48.51854,-122.61215,60931
46.0684299,-118.3302973,38102
45.648094,-122.597954,34687
46.022244,-118.410638,38102
47.3205725,-122.220257,27573
47.293522,-122.2129365,27573
47.8312655,-122.266719,43843
47.8219955,-122.2839105,47505
47.619143,-122.34536,130936
47.682637521,-122.289884696,92722
47.905435,-122.2937315,63166
47.358443,-122.1119915,46214
47.470554,-122.3466375,63968
46.590246,-120.500687,25561
47.343188,-122.302009,32259
47.2971285,-122.381656,41562
47.474492,-122.2856685,32519
47.623603,-122.3577595,121779
47.591,-117.56193,47253
47.711826,-122.194719,81474
47.448013,-122.45897,65917
47.616737,-122.146188,69292
47.946567294707,-124.39440425424,28624
47.103514,-119.310208,31741
46.590246,-120.500687,25561
47.459966333,-122.259123333,35278
47.828949,-122.2711475,43843
47.83112125,-122.27003975,43843
47.828184,-122.275288,43843
45.814726,-122.7015315,57400
47.680804938616,-122.40486107918,89744
47.954737,-122.208024,42371
48.937845,-122.667679,44457
47.035837,-122.894963,45355
46.0459904,-118.3568298,38102
47.868914,-121.987449,45966
47.61903,-122.19342,239631
47.618278,-122.122649,93669
45.62946,-122.663366,38255
47.330144,-122.22253,27573
47.050914,-122.902502,45355
47.035839,-122.895096,45355
45.630036,-122.663442,38255
45.6178815,-122.5332135,35844
46.952938,-122.935249,41793
45.659583,-122.583536,34687
47.675897,-122.091237,104401
48.673466,-121.261467,33567
47.02759,-122.920589,50031
47.942921,-124.385236,28624
47.3833,-122.23618,33665
47.6241877,-122.3386584,130936
47.6241877,-122.3386584,130936
47.6228746,-122.3394194,130936
47.6039634,-122.3241159,98639
47.6039634,-122.3241159,98639
47.642531,-117.561399,22263
47.571612,-117.681838,33602
45.63017,-122.504,35844
47.612154,-122.345283,150993
47.618255,-122.122606,93669
47.81013,-122.294248,47505
47.8107,-122.295343,47505
46.219996,-119.78951,34596
47.12852,-119.281584,31741
47.318046,-122.584772,71256
47.563883,-122.624526,37663
48.517768,-122.610743,60931
46.143261,-122.898533,35326
47.54527283,-122.3087234,45088
47.611456,-122.193235,239631
47.599757,-122.187281,239631
47.756896,-122.312344,61477
45.64992,-122.59341,38255
48.545492,-117.905583,30871
47.038242,-122.899229,45355
47.605226,-122.548468,118406
47.602992,-122.627002,71256
47.786952,-117.353857,38652
47.39664792360551,-120.32983635714724,37355
47.598663,-122.331009,98639
47.427475,-120.312078,37355
47.431945,-120.323007,37355
47.432978,-120.322963,37355
47.406469,-120.322576,37355
47.407649,-120.323973,37355
47.616001,-122.32028,98592
46.011032,-118.36136,38102
47.767687,-122.191482,69199
46.062597,-118.34231,38102
47.938312,-122.109156,53937
48.437569,-122.325494,34728
48.995255,-122.75184,44457
47.605888,-122.324733,98639
47.65753,-122.206519,187933
47.65753,-122.206519,187933
47.655327,-122.205254,187933
47.431736,-122.29395,35278
47.653047,-122.313915,127182
47.656832,-122.311626,127182
47.547047,-122.063633,91358
47.658987,-122.309214,127182
47.660311,-122.309086,127182
47.660696,-122.315595,127182
47.184778,-122.29331,46423
47.067908,-122.76289,43185
47.60578,-122.331858,203437
47.45061,-122.294966,35278
46.405066,-120.270721,30697
47.675571,-117.426269,28993
47.584536,-122.148517,69292
48.08536,-123.1135,44410
47.584556,-122.148459,69292
47.536812,-122.303923,45088
47.68768,-117.22993,29975
47.523218,-122.393376,93512
47.523056,-122.395735,93512
47.460005,-122.24099,35278
47.643471,-122.196569,187933
47.643584,-122.195913,187933
47.4847291,-122.1774112,65018
47.8935,-122.256,29674
47.589123,-120.672887,53459
47.588981,-120.67331,53459
46.976691,-120.541869,38855
47.31711,-119.553158,30624
47.649002,-120.070865,29983
47.595741,-120.659917,53459
47.597602,-120.644466,53459
47.595939,-120.64403,53459
47.9749,-122.2014,40670
48.594482,-120.406494,80044
47.545719,-122.015713,92257
47.545785,-122.018499,92257
47.29766425,-122.2455995,40765
47.2994605,-122.2425395,40765
47.41504,-122.19608,36723
47.410095,-122.29889,39968
47.606202,-122.33208,203437
47.606184,-122.332135,98639
47.622505,-122.34279,130936
47.613883,-122.339405,150993
46.259655,-119.282117,49635
47.838905,-122.124795,65531
47.612419,-122.184446,239631
47.2469268,-122.5062726,34053
47.56223,-122.381761,90928
47.188833,-120.903139,67324
47.752026,-122.157877,91062
47.042589,-122.838595,34394
46.659028,-118.861158,21372
47.67179,-122.10457,104401
47.761878,-122.191915,69199
47.605599,-122.330626,98639
47.65593,-117.43163,29975
48.78545,-122.488347,44946
47.809974,-122.2060665,60641
48.78928,-122.5123,44946
47.61176,-122.19734,239631
47.600278,-122.630556,35228
47.227967,-122.499375,28926
47.24716,-122.440056,59070
47.25953,-122.4337,36840
47.042158,-122.833946,34394
47.8399,-120.0199,44544
47.863705,-122.283875,42817
47.8973,-122.205635,42691
47.184725,-122.257002,46301
47.247578,-122.4388,59070
46.3227794,-120.015553,20867
47.6804551,-122.1217694,104401
46.067886,-118.370851,38102
47.677124,-117.249314,34771
47.9074843,-122.2620127,29674
47.254252,-123.197171,32504
47.8399,-120.0199,44544
47.833778,-122.268338,43843
47.424157,-122.256343,33665
47.318711,-122.225391,27573
47.606601,-122.337495,257397
47.75472,-122.312805,61477
47.15598,-122.29757,39975
47.75422,-122.15115,91062
46.9789,-120.54343,38855
47.550487,-122.068649,91358
47.52317,-122.27056,52144
48.476543,-120.180796,54389
47.662554,-122.37504,95249
47.606659,-122.337363,257397
47.684802,-120.206922,33875
48.607282,-123.153777,70569
48.569915,-123.168265,70569
48.524715,-123.026405,70569
48.439781,-122.341794,34728
48.451871,-122.329766,35338
48.436733,-122.312699,34728
48.763595,-122.464329,48487
48.421424,-119.503978,25497
48.795524,-122.531874,44946
46.320465,-117.98068,36264
46.729875,-117.174581,41024
48.1817654,-117.043496,31798
48.772296,-122.443265,44946
47.485346,-122.27222,32519
47.734159,-122.147041,91062
47.568834,-122.145328,111188
47.423345,-122.298724,35278
47.6161,-122.19692,239631
47.758434,-120.742416,53459
47.616143,-122.19689,239631
47.616057,-122.196775,239631
47.616072,-122.196829,239631
47.616101,-122.196893,239631
47.614334,-122.19401,239631
47.614305,-122.194097,239631
48.417923,-122.334809,34728
47.75772,-122.190801,69199
47.902753,-122.246867,29674
47.619855,-122.195919,239631
48.051825,-119.901506,30924
47.443161,-122.212511,42796
47.228592,-122.484299,28926
47.443215,-122.212479,42796
47.612051,-122.186391,239631
47.252059,-122.437484,59070
47.613224,-122.206542,239631
47.622329,-122.342153,130936
47.047742,-122.806456,34394
47.609553,-122.326337,257397
47.609501,-122.326457,257397
45.748069,-122.662816,57400
47.635651,-122.136671,104401
47.577105,-122.209831,206897
47.577174,-122.209822,206897
48.750815,-122.47958,48487
47.61008,-122.322151,98639
47.616729,-122.342786,150993
47.616629,-122.342611,150993
47.616703,-122.342746,150993
47.616701,-122.342813,150993
47.616676,-122.342772,150993
47.620793,-122.192469,239631
47.616608,-122.342771,150993
47.616642,-122.34273,150993
47.616646,-122.3428,150993
47.61659,-122.342801,150993
47.616588,-122.342651,150993
47.616537,-122.342701,150993
47.616616,-122.342831,150993
47.616679,-122.342837,150993
47.616655,-122.34286,150993
47.545335,-122.019501,91358
47.443123,-122.212538,42796
47.608601,-122.333012,257397
47.616939,-122.203004,239631
47.616865,-122.202993,239631
47.61677,-122.203004,239631
47.614098,-122.200748,239631
47.614394,-122.200531,239631
47.614456,-122.200654,239631
47.614157,-122.20117,239631
47.444685,-122.214496,42796
47.423292,-122.298719,39968
47.679224,-122.12995,104401
47.557801,-122.675335,38510
47.469241,-122.338631,63968
