lat,long,test
47.693653,-117.374808,1
47.208167,-122.4343,1
47.611826,-122.201331,1
47.972937,-122.200839,1
46.680072,-122.977218,1
47.101923,-122.296815,1
47.618104,-122.19222,1
48.537035,-121.758653,1
47.618059,-122.192221,1
47.618012,-122.192224,1
47.617957,-122.192223,1
47.617904,-122.192223,1
47.617862,-122.192221,1
47.617821,-122.192223,1
47.617771,-122.192224,1
47.616076,-122.339828,1
47.616069,-122.339836,1
47.616081,-122.339836,1
47.429582,-120.315228,1
47.616062,-122.339797,1
47.616069,-122.339786,1
47.616069,-122.339818,1
47.616026,-122.339818,1
47.616069,-122.339882,1
47.616062,-122.339845,1
47.616055,-122.339829,1
47.616055,-122.33985,1
47.616071,-122.339854,1
47.616083,-122.33985,1
47.031067,-122.930247,1
47.442921,-120.316235,1
47.616082,-122.339821,1
47.616259,-122.338853,1
47.616265,-122.338863,1
47.616277,-122.338872,1
47.616276,-122.338848,1
47.616271,-122.338868,1
47.61628,-122.338861,1
47.616076,-122.339844,1
47.61607,-122.339824,1
47.615307,-122.338225,1
47.661471,-122.299298,1
47.615314,-122.338234,1
47.61532,-122.338246,1
47.615305,-122.338215,1
47.615303,-122.338242,1
47.615311,-122.338245,1
47.615297,-122.338221,1
47.616662,-122.340786,1
47.616653,-122.340794,1
47.616663,-122.340804,1
47.616663,-122.340794,1
47.599,-122.330804,1
47.778256,-122.344832,1
47.712309,-122.179514,1
47.625021,-117.539657,1
47.625087,-117.539968,1
47.625006,-117.539796,1
47.625021,-117.539667,1
47.625019,-117.539831,1
47.625122,-117.539614,1
47.5926384626354,-122.330869270063,1
47.5955737030563,-122.311841805333,1
47.534915,-122.037552,1
47.6054544002366,-122.330085418863,1
47.610826048907,-122.334346934116,1
47.6492281351155,-122.342061617054,1
47.6548806651459,-122.319211227533,1
47.6560149395404,-122.305003488076,1
47.6619766883491,-122.293346008603,1
47.04506,-122.89476,1
48.89416,-122.281001,1
47.973294,-122.201177,1
46.2925976863444,-119.274740824072,1
48.750857,-122.479518,1
46.375435,-120.33262,1
47.670514,-117.103246,1
48.081697184675,-121.96881709403,1
48.0812599680094,-121.968687709625,1
47.271112,-122.487932,1
47.625629,-122.342054,1
47.625821,-122.342051,1
47.5816,-122.334883,1
47.581601,-122.334848,1
48.72532,-122.505152,1
46.729734,-117.156333,1
47.2600301,-122.4438042,1
47.6184362,-122.1962934,1
47.531503,-122.072654,1
47.530138,-122.070337,1
47.530096,-122.070319,1
47.455407,-122.256023,1
47.615249,-122.3332564,1
47.49132,-121.79308,1
47.604891,-122.336815,1
45.816957,-122.74557,1
47.614294,-122.201255,1
48.754914,-122.459858,1
46.0781030999106,-118.273813752914,1
46.0805102792022,-118.281170868322,1
46.58914,-120.603074,1
46.107148,-122.941863,1
48.052642,-122.178325,1
48.052658,-122.178452,1
46.719919,-117.182462,1
46.71994,-117.182416,1
46.719669,-117.181523,1
47.614098,-122.200729,1
47.103405,-119.83392,1
47.374141,-123.155375,1
46.324948,-119.308371,1
47.604817,-122.330568,1
47.512,-122.28809,1
47.511906,-122.2884,1
47.51099,-122.29256,1
48.114488,-123.431968,1
48.114455,-123.431904,1
48.114513,-123.43206,1
48.6735,-121.244711,1
45.82999,-122.74774,1
46.0810314831552,-118.284392504903,1
46.9708,-123.82138,1
46.97114,-123.820991,1
46.97114,-123.82099,1
46.97117,-123.82093,1
46.97117,-123.82092,1
47.611198,-122.334788,1
47.673872,-117.35623,1
48.50598,-122.6117,1
47.558592,-120.675803,1
46.25605,-119.11724,1
46.06881,-118.35589,1
47.12836,-123.10355,1
45.645638,-122.601482,1
46.97114,-123.820993,1
48.164038,-122.184364,1
45.647766,-122.59692,1
45.647721,-122.596933,1
45.647742,-122.596928,1
47.673595,-117.20218,1
46.236607,-119.128998,1
47.652922,-118.150361,1
48.78815,-122.487681,1
47.9752,-122.2018,1
48.777522,-122.503621,1
48.751046,-122.477956,1
47.62245,-122.17886,1
47.442974,-122.227286,1
47.442791,-122.227276,1
47.442789,-122.227261,1
48.713154,-122.499368,1
47.66367,-117.412254,1
47.577257,-122.209818,1
47.66371,-117.412254,1
46.679769,-122.976995,1
47.622447,-122.178896,1
47.622458,-122.178882,1
47.622478,-122.177542,1
47.622506,-122.177537,1
47.5015305,-122.20464175,1
47.50222425,-122.203510417,1
47.0958375,-122.357127,1
47.563966,-122.287468,1
47.812524,-122.540217,1
47.45568,-122.281965,1
47.707803471,-122.58338748,1
47.7253287,-122.3465598,1
48.080594,-123.117292,1
45.7222565,-122.6509065,1
47.831167333,-122.275226667,1
47.501408833,-122.2044995,1
47.830787,-122.275145,1
47.622476,-122.17888,1
48.451235,-122.343842,1
47.504444,-122.516388,1
47.622443,-122.178877,1
46.72914,-117.177179,1
47.622449,-122.178919,1
47.615003,-122.331809,1
47.61488,-122.331476,1
47.614938,-122.331583,1
47.614938,-122.331508,1
47.910443,-122.22728,1
47.91042,-122.22728,1
47.3016,-122.234444,1
47.605953,-122.037391,1
45.6299198,-122.6684897,1
47.418452,-122.199528,1
47.392052,-122.202541,1
47.648127,-122.317529,1
47.740406,-117.482601,1
46.603757,-120.503355,1
47.909318,-122.225827,1
46.2159449742615,-119.218547768196,1
48.436844,-122.312753,1
47.254591,-122.439294,1
47.613367,-122.194775,1
47.275715,-122.396176,1
47.209605,-122.462678,1
47.85919654,-122.1767124,1
47.329972,-122.582577,1
48.715337,-122.477684,1
47.555928,-122.67698,1
47.318292,-122.335526,1
47.318336,-122.33558,1
47.655327,-122.205254,1
47.418161,-122.292929,1
48.009356,-119.672953,1
46.037685,-118.371025,1
47.019158,-120.537756,1
47.617103,-122.192456,1
47.620163,-122.190604,1
45.72812,-121.48508,1
47.196706,-122.206916,1
46.03764,-118.370917,1
47.61928,-122.348035,1
48.759581,-122.459056,1
47.622256,-122.356564,1
48.705586,-119.438406,1
47.620085,-122.336021,1
47.622256,-122.356521,1
47.582053,-122.14192,1
46.60623617299185,-120.50777013069076,1
46.584213,-120.541453,1
46.58407,-120.541405,1
47.736838,-117.411732,1
47.619687,-122.200551,1
47.619744,-122.200532,1
47.61974,-122.20052,1
47.612468,-122.194308,1
47.619679,-122.200523,1
47.619715,-122.200473,1
48.10556,-123.40325,1
46.71111,-117.17948,1
47.4742,-122.24461,1
47.613392,-122.195757,1
47.613392,-122.195727,1
47.613391,-122.19581,1
47.613389,-122.195787,1
47.613391,-122.195743,1
47.606215,-122.037426,1
47.61339,-122.195775,1
47.613392,-122.195765,1
47.613391,-122.195822,1
47.61339,-122.195793,1
47.613391,-122.195782,1
47.673966,-122.103558,1
45.563002,-122.325741,1
45.56304,-122.325634,1
45.562604,-122.326084,1
45.562567,-122.325966,1
48.102863,-123.342273,1
47.463409,-120.331529,1
45.56304,-122.32558,1
47.62624,-122.52045,1
46.272432,-119.182453,1
45.562907,-122.325816,1
47.527279,-122.033704,1
47.70642159,-122.18424008,1
47.705801,-122.234482,1
47.6303953,-122.1284522,1
47.031936,-122.930397,1
47.031736,-122.930764,1
47.531819,-120.300871,1
47.028426,-122.8942,1
47.622439,-122.178864,1
47.622458,-122.178904,1
47.622438,-122.178891,1
47.625644,-122.341968,1
47.625645,-122.341914,1
47.544619,-122.017533,1
47.544561,-122.017533,1
46.9847271,-122.9116758,1
47.625578,-122.342054,1
45.71609,-121.46967,1
47.628913,-122.374255,1
47.629005,-122.37427,1
47.628833,-122.374083,1
47.62887,-122.37405,1
47.628949,-122.374183,1
47.62902,-122.374217,1
47.628906,-122.374292,1
47.628952,-122.374166,1
47.62877,-122.374164,1
47.628734,-122.374079,1
47.628986,-122.374253,1
47.628828,-122.374029,1
47.628831,-122.374123,1
47.628816,-122.374053,1
47.62879,-122.373934,1
47.628781,-122.373925,1
47.628977,-122.374338,1
47.628839,-122.374202,1
47.630845,-122.377326,1
47.630379,-122.377129,1
47.630731,-122.377299,1
47.630844,-122.377344,1
47.2334631,-122.3455343,1
47.6656,-117.19012,1
46.652275,-120.54048,1
46.65216,-120.54041,1
47.115002,-122.294053,1
46.652264,-120.53995,1
46.65222,-120.540146,1
46.652363,-120.53998,1
46.653072,-120.539856,1
47.443065,-122.225152,1
47.622478,-122.178862,1
47.622486,-122.177564,1
47.622496,-122.177518,1
47.622504,-122.17756,1
47.622484,-122.17752,1
47.622495,-122.177544,1
47.622463,-122.178858,1
47.800342,-122.33173,1
47.186179,-122.462768,1
47.622435,-122.178878,1
47.62244,-122.178907,1
47.622467,-122.178891,1
45.817752,-122.682883,1
46.107135,-122.941812,1
47.397945,-120.263405,1
47.398136,-120.263596,1
47.398167,-120.26353,1
47.61309,-122.206569,1
47.52439,-122.294334,1
47.624088,-122.336144,1
47.624117,-122.336165,1
47.624108,-122.33611,1
47.624088,-122.336176,1
47.624137,-122.336153,1
47.624035,-122.336045,1
47.678705,-122.206739,1
47.622622,-122.177263,1
47.622527,-122.1773,1
48.418198,-122.334391,1
47.663672,-122.098617,1
47.446482,-122.148366,1
48.78587,-122.506288,1
46.2563,-119.90306,1
45.72812,-121.48505,1
47.203639,-122.313561,1
47.624014,-122.336271,1
47.624139,-122.335419,1
47.623947,-122.335413,1
47.622264,-122.342164,1
47.624,-122.335571,1
47.623978,-122.335571,1
47.623864,-122.335662,1
47.62398,-122.335809,1
45.779686,-122.539513,1
45.779802,-122.539517,1
47.620482,-122.336253,1
47.62044,-122.336175,1
47.621486,-122.336188,1
47.623798,-122.337642,1
47.207367,-122.294997,1
47.580655,-122.143364,1
47.623911,-122.337694,1
45.684915,-122.55342,1
45.684954,-122.553369,1
47.689356,-122.37659,1
48.451297,-122.339812,1
47.22813861226714,-122.4991558918571,1
47.25927995829793,-122.43429270240784,1
47.635607,-122.137229,1
47.626199,-117.537711,1
47.626233,-117.537649,1
47.626154,-117.537759,1
47.045491,-122.906952,1
46.533843,-122.484997,1
46.531361,-122.629874,1
46.555513,-122.28006,1
46.555512,-122.280013,1
46.76501,-122.194239,1
47.621342,-122.336349,1
47.757838,-122.190947,1
47.621341,-122.336351,1
46.639615,-121.390658,1
48.53532,-123.01408,1
48.53475594577669,-123.0185331190491,1
48.44512,-122.86036,1
48.70455277599716,-122.9091449298859,1
48.69529,-122.90453,1
48.69418,-122.90417,1
48.52618264160765,-122.91266536441802,1
48.450232,-122.337084,1
47.571386,-122.164808,1
48.450226,-122.337127,1
47.61186,-122.20131,1
46.586168,-120.49748,1
46.535844,-121.958906,1
46.609914,-121.669494,1
46.586189,-120.49749,1
47.702793,-122.32588,1
47.617519,-122.340205,1
47.617496,-122.340242,1
47.617506,-122.340219,1
47.616971,-122.203009,1
47.617525,-122.340196,1
47.61751,-122.340215,1
47.6175,-122.340235,1
47.617505,-122.340227,1
47.617454,-122.34029,1
47.617405,-122.340395,1
47.617498,-122.340269,1
47.617439,-122.340315,1
47.617425,-122.340333,1
47.66201,-122.501966,1
47.590057,-122.228541,1
47.662012,-122.501937,1
47.634499,-122.326277,1
47.634528,-122.326341,1
47.634499,-122.326374,1
47.60025,-122.29722,1
47.195255663717,-120.956107045492,1
46.533843,-122.484954,1
46.531353,-122.630243,1
