latitude,longitude,avgrange
48.10433,-122.1713847,30.421052631578947368421053
47.85674,-121.972215,32.877697841726618705035971
47.94171,-122.299965,31.152380952380952380952381
47.915555,-122.091505,31.502890173410404624277457
47.8851158,-122.15134,29.419540229885057471264368
48.2414921,-122.3684051,28.9875
47.868195,-121.814825,27.107142857142857142857143
47.64677,-117.587785,29.888888888888888888888889
47.89189,-117.357645,25.285714285714285714285714
47.492775,-117.57579,28.609756097560975609756098
47.8159901,-117.4015511,31.833333333333333333333333
47.956285,-117.47501,33.411764705882352941176471
48.017715,-117.34985,36.6
47.6263925,-117.6673524,49.333333333333333333333333
47.673675,-117.1407,31.618181818181818181818182
47.6643385,-117.0923638,30.207547169811320754716981
47.76885,-117.35761,30.35
47.573335,-117.6773,32.0
47.550885,-117.212705,40.0
47.704775,-117.06237,31.0
47.698585,-117.10722,39.833333333333333333333333
47.4529378,-117.1298544,19.0
47.42844,-117.37668,41.6
47.532105,-117.24097,26.0
47.65942,-117.19651,31.71875
47.667155,-117.431895,32.055555555555555555555556
47.661935,-117.383045,27.689655172413793103448276
47.635365,-117.425265,30.162790697674418604651163
47.64724,-117.43167,33.111111111111111111111111
47.67946,-117.42694,35.327272727272727272727273
47.6525293,-117.2459114,30.068965517241379310344828
47.67936,-117.39787,25.148148148148148148148148
47.718625,-117.40725,29.72413793103448275862069
47.68043,-117.288055,30.078431372549019607843137
47.6587754,-117.21264,27.837209302325581395348837
47.68401,-117.35609,28.853658536585365853658537
47.745795,-117.411805,31.04
47.62637,-117.369705,31.639175257731958762886598
47.64927,-117.460225,33.432098765432098765432099
47.8321008,-117.8112946,38.0
47.8204962,-117.5967686,34.931034482758620689655172
48.35699,-117.83807,25.0
48.27719,-117.722145,33.625
47.99692,-117.56666,46.666666666666666666666667
48.547075,-117.90431,37.588235294117647058823529
48.6879951,-117.9557577,42.0
48.1169085,-118.1989261,42.0
48.604475,-118.056575,36.5
48.05954,-117.63454,22.5
48.428418,-118.1659989,18.0
48.05388,-117.74368,38.0
48.174085,-117.72382,35.333333333333333333333333
47.043535,-122.89692,31.60259179265658747300216
47.045935,-122.92145,28.677248677248677248677249
47.0519573,-122.8874781,31.62406015037593984962406
47.0135926,-122.9131017,33.40495867768595041322314
46.988575,-122.81709,27.986577181208053691275168
47.08149,-122.7510253,29.84563758389261744966443
47.04058,-122.89602,19.0
47.03646,-122.8285,32.466666666666666666666667
46.8908492,-122.6898776,36.0
46.82158,-123.09573,31.25
46.8553318,-122.853421,33.727272727272727272727273
46.94126,-122.61023,29.030769230769230769230769
46.20034,-123.380635,30.133333333333333333333333
46.2724165,-123.4553939,25.0
46.1971863,-119.0127002,25.75
46.043895,-118.38409,30.6
46.040628,-118.6712246,19.0
46.268335,-118.15324,30.666666666666666666666667
46.063985,-118.34332,31.553191489361702127659574
48.65409,-122.20984,23.4
48.761615,-122.486115,29.562790697674418604651163
48.76809,-122.45493,30.60396039603960396039604
48.7470973,-122.4569227,32.613526570048309178743961
48.751095,-122.47818,6.0
48.99505,-122.74499,32.480769230769230769230769
48.919121,-122.6410958,25.4
48.8233229,-122.2147543,27.0
48.90942,-122.357585,34.9375
48.85324,-122.6011039,32.280487804878048780487805
48.7199947,-122.6888403,39.230769230769230769230769
48.9461196,-122.4584536,32.866666666666666666666667
48.9492931,-122.1486861,36.636363636363636363636364
48.98823,-123.0651,30.846153846153846153846154
48.99634,-122.26024,38.0
47.201595,-117.90409,25.0
47.22265,-117.071775,29.5
46.8783751,-117.3631029,41.0
46.929075,-117.68591,26.0
47.00897,-117.14329,28.5
46.91147,-117.07428,32.25
46.730885,-117.17912,32.225806451612903225806452
47.2369,-117.369475,79.0
46.6043,-120.500225,25.846153846153846153846154
46.5973939,-120.524012,27.351851851851851851851852
46.553505,-120.477805,25.636363636363636363636364
46.5965625,-120.6027202,32.636363636363636363636364
46.67108,-120.713895,53.0
46.7305,-120.69918,25.375
46.249215,-119.91556,34.875
46.345135,-120.1934,19.333333333333333333333333
46.21362,-119.996825,27.666666666666666666666667
46.55609,-120.3795117,24.8
46.331365,-120.093285,27.0
46.654175,-120.54188,31.894736842105263157894737
46.32189,-120.011515,30.888888888888888888888889
46.37534,-120.31287,22.0
46.44554,-120.421245,40.0
46.377845,-120.72956,22.0
46.404935,-120.26034,20.2
