"longitude","latitude","tot_pob"
-117.464446,47.675247,1
-122.190681,47.757824,1
-122.201196,47.614503,1
-122.201051,47.614311,1
-122.200829,47.614752,1
-122.200751,47.614649,1
-122.437656,47.251655,1
-124.170682,47.042642,1
-122.704219,45.643429,1
-122.155601,47.754851,1
-122.008911,47.545075,1
-122.232002,47.471546,1
-122.233381,47.474427,1
-122.636916,47.746624,1
-122.3025,47.798901,1
-123.813485,46.976679,1
-122.183491,48.212441,1
-122.338681,48.509743,1
-122.977392,46.729872,1
-120.54162,46.976918,1
-119.162687,46.198035,1
-122.271389,47.846714,1
-118.368328,47.116294,1
-123.074581,48.071064,1
-122.663762,45.721613,1
-120.656055,47.598476,1
-122.539,47.10579,1
-123.86338,47.96937,1
-123.86338,47.96937,1
-120.47913,46.677586,1
-119.124215,46.242178,1
-117.401929,47.768906,1
-122.341536,47.6289,1
-121.089984,47.746319,1
-121.090001,47.746482,1
-124.196082,47.195359,1
-124.216904,47.24044,1
-117.425573,47.700624,1
-122.708397,45.852337,1
-122.352371,47.619056,1
-122.345872,47.623424,1
-122.13822,47.320954,1
-122.039955,47.548081,1
-122.32426,47.661582,1
-122.047455,47.55493,1
-120.186033,48.479357,1
-123.0123,46.798453,1
-122.158644,47.582336,1
-122.237206,47.588122,1
-117.904797,48.543915,1
-122.343984,47.616992,1
-122.204976,47.474537,1
-122.935179,46.132245,1
-120.481583,46.604239,1
-120.336918,47.467463,1
-122.184142,48.214249,1
-121.937189,46.751382,1
-122.193492,47.617601,1
-122.193618,47.611844,1
-122.197702,47.612345,1
-122.189582,47.607592,1
-122.496675,48.754197,1
-122.484001,48.783141,1
-122.48746,48.788325,1
-119.4514867,46.2960713,1
-122.774447,48.990486,1
-121.821066,45.729538,1
-123.384133,46.202588,1
-120.098099,47.842476,1
-121.019499,47.207984,1
-122.296834,47.400629,1
-122.301009,47.313799,1
-124.544249,47.914774,1
-122.534798,48.010539,1
-122.579191,47.305772,1
-122.5853265,47.3183909,1
-122.057823,47.550984,1
-119.286497,46.213187,1
-119.189427,46.178019,1
-122.4061314,48.0396068,1
-122.410772,48.041105,1
-120.653187,47.767473,1
-120.680327,47.551769,1
-120.156959,47.884887,1
-120.132386,47.896557,1
-124.217215,47.240392,1
-119.251036,47.10335,1
-122.508967,46.545331,1
-124.662924,48.340723,1
-124.6593683,48.3334791,1
-122.882327,47.03909,1
-122.912415,47.027278,1
-119.425912,48.987053,1
-119.116144,46.250235,1
-123.477119,48.101579,1
-123.2683981,48.1149208,1
-123.255357,48.116414,1
-117.166626,46.715837,1
-122.2931,47.17669,1
-119.996204,47.098792,1
-122.122192,47.671225,1
-119.273452,46.281294,1
-119.269167,46.271849,1
-122.341261,47.610335,1
-122.3361893,47.6049041,1
-122.335179,47.610166,1
-122.334168,47.612347,1
-122.2876227,47.4373126,1
-122.347258,47.610845,1
-122.324913,47.661523,1
-122.333913,47.622544,1
-122.334072,47.608043,1
-122.315415,47.661869,1
-122.346886,47.625675,1
-122.344596,47.625378,1
-122.336357,47.614141,1
-122.3149606,47.6270468,1
-122.339418,47.607651,1
-124.0550737,46.3348553,1
-123.168319,48.06217,1
-123.153648,48.149618,1
-121.841773,47.51865,1
-117.424414,47.656578,1
-117.423487,47.656306,1
-117.412422,47.663559,1
-117.477532,47.63666,1
-117.414533,47.66075,1
-117.417273,47.659917,1
-117.423946,47.657247,1
-117.537533,47.642631,1
-117.201827,47.673676,1
-121.9052444,45.6856217,1
-122.427213,47.23853,1
-123.0676404,47.3471843,1
-122.591975,45.653804,1
-118.2782343,46.0890194,1
-122.141347,47.734002,1
-118.227154,46.088478,1
-118.38607,46.016223,1
-118.3408991,46.0679132,1
-118.271808,46.092016,1
-120.376514,47.476001,1
-124.108594,46.859479,1
-120.25638,48.477487,1
-122.147196,47.732864,1
-120.494574,46.604039,1
-117.110447,47.667043,1
-120.902714,47.189262,1
-122.581873,45.657705,1
-122.192294,47.614293,1
-122.17137,47.578255,1
-122.171273,47.578784,1
-122.339032,47.625077,1
-117.503088,47.614336,1
-122.127167,47.674374,1
-122.438741,47.145098,1
-122.438862,47.145084,1
-117.538616,47.630363,1
-122.469392,48.738079,1
-122.1966,47.6123,1
-122.332945,47.589593,1
-121.79356,47.49129,1
-122.66091,45.68739,1
-122.674995,48.343208,1
-122.712,47.658,1
-122.712,47.658,1
-122.712,47.658,1
-122.712,47.658,1
-122.712,47.658,1
-122.712,47.658,1
-122.712,47.658,1
-122.712,47.658,1
-122.712,47.658,1
-122.646326,47.563229,1
-122.646465,47.563313,1
-122.646362,47.563266,1
-122.646238,47.56327,1
-122.6957,48.0553,1
-122.221138,47.993164,1
-122.214104,47.992104,1
-157.9382,21.3563,1
-122.624811,47.70224,1
-120.503347,46.603762,1
-122.316279,48.443205,1
-121.976585,47.862572,1
-117.99763,46.31017,1
-122.333133,47.609629,1
-122.251628,47.457152,1
-122.151217,47.769459,1
-122.201029,47.616294,1
-122.325845,47.635213,1
-122.325866,47.635119,1
-122.20129,47.618421,1
-117.565574,47.590129,1
-122.205532,47.615943,1
-122.205533,47.615991,1
-122.34476,48.44174,1
-123.850735,47.465555,1
-122.1993,47.49729,1
-122.5895254,48.8529235,1
-122.135431,47.579872,1
-122.26733,47.83199,1
-122.567993,47.115829,1
-122.77201,47.05966,1
-122.21277,47.444636,1
-122.212781,47.444881,1
-122.10773,47.36029,1
-122.1869,48.09546,1
-122.90126,46.13988,1
-122.48025,47.23947,1
-120.47924,46.60252,1
-122.5847915,45.6573855,1
-122.5835005,45.658859,1
-122.39677,47.24293,1
-122.28065,47.155357,1
-122.28066,47.155403,1
-122.504023,47.153199,1
-122.500484,45.609302,1
-122.314119,47.678055,1
-117.4063,47.668051,1
-117.40049,47.663105,1
-122.21331,47.91349,1
-118.36271,47.11948,1
-122.47814,45.61776,1
-122.233277,47.585782,1
-122.938283,47.0420215,1
-122.934577,47.042821,1
-122.9364625,47.042561,1
-122.25938,47.460023,1
-122.1704435,47.5786615,1
-122.321407,47.622517,1
-122.3697155,47.662307,1
-122.317165,47.6825805,1
-122.3430745,47.7018765,1
-122.0341465,47.6141025,1
-122.03388,47.5831155,1
-122.017239,47.543796,1
-122.692128,47.6569805,1
-122.6887895,47.658828,1
-122.33408,47.617016,1
-122.10064,47.99823,1
-120.317166,47.4175735,1
-122.32489,47.70846,1
-122.25738,47.45571,1
-122.453156,47.24889,1
-122.05203,47.54187,1
-122.191787,47.618696,1
-122.335481,47.622575,1
-122.233237,47.585809,1
-122.178134,47.611815,1
-122.178704,47.612834,1
-117.176698,47.670893,1
-117.535903,47.629619,1
-121.97318,47.86516,1
-122.611842,48.508154,1
-122.6159562,48.5006578,1
-122.1205486,47.8045651,1
-122.246153,47.848697,1
-122.181535,47.776781,1
-122.3758246,47.8124532,1
-122.3813841,47.8051107,1
-122.0991426,47.6665847,1
-118.3306351,46.0705799,1
-122.3179225,47.7084377,1
-122.1537017,47.6165569,1
-122.0205442,47.5365604,1
-122.0220539,47.536237,1
-122.1564536,47.5806355,1
-122.3847489,47.6699634,1
-122.334684,47.6233435,1
-122.3354501,47.6211672,1
-122.3322181,47.6170248,1
-122.3324879,47.6164918,1
-122.33892002021,47.618090056138,1
-122.3350555,47.6156458,1
-122.3350555,47.6156458,1
-122.3196562,47.6078691,1
-122.359573,47.619075,1
-122.3360929,47.6072826,1
-122.3418441,47.6091582,1
-122.336716,47.6060061,1
-122.3339101,47.6034418,1
-122.328595,47.5975078,1
-122.3309701,47.5980919,1
-122.3358112,47.5892477,1
-122.1642138,47.4884945,1
-122.20054897354,47.24745538956,1
-122.50341835087,47.298158744057,1
-122.4407988,47.2515929,1
-122.5366188,47.2136054,1
-122.6260623,47.093942,1
-122.6682861,47.0002897,1
-124.060608,46.3455914,1
-122.48124,48.727512,1
-117.169086,46.730066,1
-122.20601,47.80743,1
-122.332078,47.610024,1
-122.44818772393,47.253443770016,1
-122.1969419,47.6188924,1
-122.328404,47.571333,1
-122.300245,47.663902,1
-122.248532,47.29799,1
-121.716442,47.468033,1
-122.913101,47.028924,1
-122.195543,47.61479,1
-122.4555,48.240444,1
-122.331887,47.610142,1
-120.4206332,46.495156,1
-118.310165,46.014123,1
-122.61215,48.51854,1
-118.3302973,46.0684299,1
-118.410638,46.022244,1
-122.220257,47.3205725,1
-122.2129365,47.293522,1
-122.266719,47.8312655,1
-122.2839105,47.8219955,1
-122.34536,47.619143,1
-122.289884696,47.682637521,1
-122.2937315,47.905435,1
-122.1119915,47.358443,1
-122.3466375,47.470554,1
-122.302009,47.343188,1
-122.381656,47.2971285,1
-122.2856685,47.474492,1
-122.3577595,47.623603,1
-117.56193,47.591,1
-122.194719,47.711826,1
-122.45897,47.448013,1
-122.146188,47.616737,1
-124.39440425424,47.946567294707,1
-119.310208,47.103514,1
-122.259123333,47.459966333,1
-122.2711475,47.828949,1
-122.27003975,47.83112125,1
-122.275288,47.828184,1
-122.7015315,45.814726,1
-122.40486107918,47.680804938616,1
-122.208024,47.954737,1
-122.667679,48.937845,1
-122.894963,47.035837,1
-118.3568298,46.0459904,1
-122.19342,47.61903,1
-122.122649,47.618278,1
-122.663366,45.62946,1
-122.22253,47.330144,1
-122.902502,47.050914,1
-122.895096,47.035839,1
-122.663442,45.630036,1
-122.5332135,45.6178815,1
-122.935249,46.952938,1
-122.583536,45.659583,1
-122.920589,47.02759,1
-124.385236,47.942921,1
-122.23618,47.3833,1
-122.3386584,47.6241877,1
-122.3386584,47.6241877,1
-122.3394194,47.6228746,1
-122.3241159,47.6039634,1
-122.3241159,47.6039634,1
-117.561399,47.642531,1
-117.681838,47.571612,1
-122.345283,47.612154,1
-122.122606,47.618255,1
-122.294248,47.81013,1
-122.295343,47.8107,1
-119.78951,46.219996,1
-119.281584,47.12852,1
-122.584772,47.318046,1
-122.624526,47.563883,1
-122.610743,48.517768,1
-122.898533,46.143261,1
-122.193235,47.611456,1
-122.187281,47.599757,1
-122.312344,47.756896,1
-122.59341,45.64992,1
-117.905583,48.545492,1
-122.899229,47.038242,1
-122.548468,47.605226,1
-122.627002,47.602992,1
-117.353857,47.786952,1
-120.32983635714724,47.39664792360551,1
-120.312078,47.427475,1
-120.323007,47.431945,1
-120.322963,47.432978,1
-120.322576,47.406469,1
-120.323973,47.407649,1
-122.32028,47.616001,1
-118.36136,46.011032,1
-122.191482,47.767687,1
-118.34231,46.062597,1
-122.109156,47.938312,1
-122.75184,48.995255,1
-122.324733,47.605888,1
-122.206519,47.65753,1
-122.206519,47.65753,1
-122.205254,47.655327,1
-122.29395,47.431736,1
-122.302389,47.648934,1
-122.310852,47.650072,1
-122.313915,47.653047,1
-122.311626,47.656832,1
-122.309214,47.658987,1
-122.309086,47.660311,1
-122.315595,47.660696,1
-122.29331,47.184778,1
-122.76289,47.067908,1
-122.331858,47.60578,1
-122.294966,47.45061,1
-120.270721,46.405066,1
-117.426269,47.675571,1
-122.148517,47.584536,1
-122.148459,47.584556,1
-122.185136,47.612677,1
-122.185158,47.612661,1
-122.303923,47.536812,1
-117.22993,47.68768,1
-122.393376,47.523218,1
-122.395735,47.523056,1
-122.24099,47.460005,1
-122.196569,47.643471,1
-122.195913,47.643584,1
-122.256,47.8935,1
-120.672887,47.589123,1
-120.67331,47.588981,1
-120.541869,46.976691,1
-119.553158,47.31711,1
-120.070865,47.649002,1
-120.659917,47.595741,1
-120.644466,47.597602,1
-120.64403,47.595939,1
-122.2014,47.9749,1
-122.015713,47.545719,1
-122.018499,47.545785,1
-122.2455995,47.29766425,1
-122.2425395,47.2994605,1
-122.19608,47.41504,1
-122.29889,47.410095,1
-122.33208,47.606202,1
-122.332135,47.606184,1
-122.825899,47.042017,1
-122.34279,47.622505,1
-119.282117,46.259655,1
-122.124795,47.838905,1
-122.184446,47.612419,1
-122.5062726,47.2469268,1
-122.381761,47.56223,1
-120.903139,47.188833,1
-122.157877,47.752026,1
-122.838595,47.042589,1
-118.861158,46.659028,1
-122.10457,47.67179,1
-117.43163,47.65593,1
-122.488347,48.78545,1
-122.2060665,47.809974,1
-122.5123,48.78928,1
-122.19734,47.61176,1
-122.630556,47.600278,1
-122.499375,47.227967,1
-122.440056,47.24716,1
-122.4337,47.25953,1
-122.833946,47.042158,1
-122.283875,47.863705,1
-122.205635,47.8973,1
-122.257002,47.184725,1
-122.4388,47.247578,1
-120.015553,46.3227794,1
-122.1217694,47.6804551,1
-118.370851,46.067886,1
-117.249314,47.677124,1
-122.2620127,47.9074843,1
-123.197171,47.254252,1
-122.268338,47.833778,1
-122.256343,47.424157,1
-122.225391,47.318711,1
-122.337495,47.606601,1
-122.312805,47.75472,1
-122.29757,47.15598,1
-122.15115,47.75422,1
-120.54343,46.9789,1
-122.068649,47.550487,1
-122.27056,47.52317,1
-122.37504,47.662554,1
-122.337363,47.606659,1
-120.206922,47.684802,1
-123.153777,48.607282,1
-123.168265,48.569915,1
-123.026405,48.524715,1
-122.341794,48.439781,1
-122.329766,48.451871,1
-122.312699,48.436733,1
-122.464329,48.763595,1
-122.531874,48.795524,1
-117.98068,46.320465,1
-117.174581,46.729875,1
-117.043496,48.1817654,1
-122.443265,48.772296,1
-122.27222,47.485346,1
-122.147041,47.734159,1
-122.145328,47.568834,1
-122.298724,47.423345,1
-122.19692,47.6161,1
-122.19689,47.616143,1
-122.196775,47.616057,1
-122.196829,47.616072,1
-122.196893,47.616101,1
-122.19401,47.614334,1
-122.194097,47.614305,1
-122.334809,48.417923,1
-122.190801,47.75772,1
-122.246867,47.902753,1
-122.195919,47.619855,1
-122.212511,47.443161,1
-122.484299,47.228592,1
-122.212479,47.443215,1
-122.186391,47.612051,1
-122.437484,47.252059,1
-122.206542,47.613224,1
-122.342153,47.622329,1
-122.806456,47.047742,1
-122.326337,47.609553,1
-122.326457,47.609501,1
-122.136671,47.635651,1
-122.209831,47.577105,1
-122.209822,47.577174,1
-122.47958,48.750815,1
-122.322151,47.61008,1
-122.342786,47.616729,1
-122.342611,47.616629,1
-122.342746,47.616703,1
-122.342813,47.616701,1
-122.342772,47.616676,1
-122.342771,47.616608,1
-122.34273,47.616642,1
-122.3428,47.616646,1
-122.342801,47.61659,1
-122.342651,47.616588,1
-122.342701,47.616537,1
-122.342831,47.616616,1
-122.342837,47.616679,1
-122.34286,47.616655,1
-122.019501,47.545335,1
-122.333012,47.608601,1
-122.203004,47.616939,1
-122.202993,47.616865,1
-122.203004,47.61677,1
-122.200748,47.614098,1
-122.200531,47.614394,1
-122.200654,47.614456,1
-122.20117,47.614157,1
-122.214496,47.444685,1
-122.298719,47.423292,1
-122.338631,47.469241,1
-122.331002,47.598754,1
-122.330972,47.598758,1
-122.330929,47.59856,1
-122.331009,47.59855,1
-122.330941,47.598665,1
-122.036305,47.601564,1
-122.036718,47.601615,1
-122.036303,47.60161,1
-122.191872,47.761846,1
-122.335262,47.60803,1
-122.19073,47.757748,1
-122.200807,47.614517,1
-122.200871,47.614302,1
-122.201099,47.614315,1
-124.170718,47.042614,1
-122.233397,47.474453,1
-122.341407,47.628886,1
-122.352384,47.619059,1
-122.345818,47.623464,1
-122.047456,47.554889,1
-122.343611,47.616928,1
-122.155871,47.627472,1
-122.438886,47.145087,1
-117.538566,47.630319,1
-117.538666,47.630409,1
-122.332938,47.589652,1
-122.332999,47.589803,1
-122.332937,47.589701,1
-122.316904,48.44309,1
-122.316511,48.443125,1
-122.201035,47.616363,1
-122.201111,47.616372,1
-122.201146,47.616416,1
-122.325799,47.635115,1
-122.201301,47.618331,1
-122.20553,47.615923,1
-122.205532,47.616107,1
-122.21277,47.444763,1
-122.28066,47.15545,1
-122.280655,47.155304,1
-122.28065,47.155502,1
-122.334045,47.616886,1
-122.33399,47.616932,1
-122.45322,47.248875,1
-122.453094,47.248898,1
-122.191821,47.61868,1
-122.191761,47.618669,1
-122.48128,48.72757,1
-122.300272,47.66392,1
-122.300224,47.663931,1
-122.300285,47.663935,1
-122.300272,47.663975,1
-122.195468,47.614756,1
-122.208368,47.954665,1
-122.208344,47.954679,1
-122.207117,47.955032,1
-122.894786,47.035855,1
-122.894738,47.035858,1
-122.894632,47.035867,1
-122.894692,47.035865,1
-122.8949,47.035846,1
-122.663319,45.629438,1
-122.895035,47.035841,1
-122.294123,47.810153,1
-122.294266,47.810176,1
-122.294145,47.810125,1
-122.187136,47.599721,1
-122.901166,47.035325,1
-122.108766,47.938226,1
-122.29393,47.43163,1
-120.270737,46.405006,1
-122.148539,47.584483,1
-122.185139,47.612704,1
-122.18514,47.612706,1
-122.185049,47.613355,1
-122.393365,47.523232,1
-122.240989,47.460055,1
-122.196571,47.643474,1
-122.195911,47.643579,1
-122.195909,47.643585,1
-122.018483,47.545783,1
-122.018474,47.54578,1
-122.018479,47.545787,1
-122.3321,47.606191,1
-122.332106,47.606129,1
-122.332083,47.606171,1
-122.332055,47.606211,1
-122.332135,47.606119,1
-122.332163,47.60614,1
-122.332065,47.606148,1
-122.332037,47.606155,1
-122.332195,47.606126,1
-122.33206,47.606182,1
-122.332163,47.606111,1
-122.332173,47.606162,1
-122.332134,47.606153,1
-122.157917,47.752007,1
-122.499407,47.228029,1
-122.43998,47.247112,1
-122.433611,47.259555,1
-122.433772,47.259505,1
-122.438,47.247723,1
-122.709076,45.85314,1
-122.70891,45.853153,1
-122.70916,45.853123,1
-122.70874,45.8533,1
-122.709045,45.85321,1
-122.709,45.853115,1
-122.708916,45.853092,1
-122.708196,45.850762,1
-122.70878,45.853176,1
-122.70895,45.853138,1
-122.29492,47.844271,1
-122.068955,47.55054,1
-122.068641,47.550508,1
-122.103812,47.67511,1
-122.104091,47.67505,1
-122.497721,45.616174,1
-122.497689,45.61618,1
-122.181315,48.1017,1
-122.83436,47.042275,1
-122.834239,47.042259,1
-122.249479,47.46639,1
-122.248888,47.466305,1
-122.564307,47.177257,1
-122.325721,47.635108,1
-122.261384,47.847481,1
-122.92909,47.03286,1
-122.339032,47.625256,1
-119.2752,46.28042,1
-119.276458,46.349989,1
-119.277892,46.347582,1
-119.277892,46.347582,1
-119.277892,46.347582,1
-119.277892,46.347582,1
-119.277892,46.347582,1
-119.277892,46.347582,1
-119.277892,46.347582,1
-119.275448,46.34637,1
-119.275448,46.34637,1
-119.283139,46.351004,1
-119.283139,46.351004,1
-119.283199,46.351004,1
-119.283199,46.351004,1
-119.283199,46.351004,1
-122.628517,47.560795,1
-122.631837,47.563038,1
-122.647057,47.563419,1
-122.305105,47.409788,1
-122.901763,47.041738,1
-119.283139,46.351004,1
-122.28741,47.63197,1
-122.332012,47.609095,1
-122.674942,48.343166,1
-119.276827,46.321933,1
-119.283139,46.351004,1
-119.283199,46.351004,1
-119.283199,46.351004,1
-119.283199,46.351004,1
-122.667352,45.624407,1
-122.335458,47.604596,1
-119.281309,46.345176,1
-122.301442,47.422071,1
-122.632873,47.563848,1
-122.650764,47.559929,1
-122.695343,48.054272,1
-119.277892,46.347582,1
-119.277892,46.347582,1
-119.277892,46.347582,1
-119.277892,46.347582,1
-119.277892,46.347582,1
-119.277892,46.347582,1
-119.277892,46.347582,1
-119.277892,46.347582,1
-119.275448,46.34637,1
-119.275448,46.34637,1
-122.745697,47.720932,1
-122.745644,47.720882,1
-122.745094,47.720844,1
-122.74578,47.7209,1
-122.667377,45.625045,1
-122.74543,47.720879,1
-119.299244,46.270346,1
-119.278,46.345657,1
-119.275874,46.352234,1
-119.271417,46.34923,1
-122.624811,47.70224,1
-119.277892,46.347582,1
-119.277892,46.347582,1
-119.280303,46.344837,1
-119.280303,46.344837,1
-119.277892,46.347582,1
-119.277892,46.347582,1
-119.280772,46.347175,1
-119.280772,46.347175,1
-122.20062,47.61332,1
-122.3767497,47.6906401,1
-122.30889,47.29149,1
-122.254496,47.449352,1
-122.6737546,47.65654521,1
-122.215076,47.4799835,1
-122.203970833,47.501865833,1
-122.174022,47.678688,1
-122.2474,47.758855,1
-122.608116,48.51004,1
-122.608185,48.510044,1
-120.601588,46.589108,1
-122.143971,47.653125,1
-123.160611,47.337269,1
-121.407058,47.401691,1
-120.60055,46.588986,1
-122.176042,47.622158,1
-122.175417,47.622172,1
-122.175997,47.621787,1
-122.175868,47.621722,1
-122.17589,47.621671,1
-122.175836,47.621852,1
-122.175943,47.621751,1
-122.175804,47.621758,1
-122.176008,47.621743,1
-122.176,47.62216,1
-122.175922,47.621837,1
-122.175897,47.622008,1
-122.175707,47.62183,1
-122.175959,47.621748,1
-122.176008,47.621685,1
-122.175977,47.621826,1
-122.176051,47.621808,1
-122.175954,47.621657,1
-122.175811,47.622044,1
-122.175807,47.62211,1
-122.176015,47.621921,1
-122.175942,47.621942,1
-122.294874,47.843755,1
-122.19086,47.71142,1
-122.202181,47.611048,1
-122.327778,47.706589,1
-120.491932,46.609653,1
-122.976675,47.071917,1
-122.109075,47.938215,1
-122.36613,47.791134,1
-122.175908,47.621784,1
-122.31487,47.314888,1
-122.212785,47.444946,1
-122.290565,47.80738,1
-122.1708235,47.5758255,1
-122.2275765,47.2727635,1
-122.31477,47.61388,1
-122.6760529,47.6583744,1
-122.31902,47.662815,1
-122.330658,47.620214,1
-122.540695,47.811105,1
-122.27274,47.43361,1
-122.455243,48.942575,1
-122.24911,47.29771,1
-122.200772,47.614345,1
-122.32099,47.63173,1
